,Date,HomeTeam,AwayTeam,PredHomeGoals,PredAwayGoals,RealHomeGoals,RealAwayGoals,ErrorHomeGoals,ErrorAwayGoals
27,27/08/2022,Maritimo,Portimonense,0,3,0,1,0,-2
28,27/08/2022,Boavista,Benfica,0,2,0,3,0,1
29,27/08/2022,Sp Lisbon,Chaves,2,1,0,2,-2,1
30,28/08/2022,Famalicao,Santa Clara,1,0,1,0,0,0
31,28/08/2022,Arouca,Sp Braga,0,2,0,6,0,4
32,28/08/2022,Rio Ave,Porto,0,2,3,1,3,-1
33,29/08/2022,Guimaraes,Casa Pia,1,0,0,1,-1,1
34,29/08/2022,Vizela,Gil Vicente,1,0,2,2,1,2
35,30/08/2022,Benfica,Pacos Ferreira,2,0,3,2,1,2
36,02/09/2022,Benfica,Vizela,2,0,2,1,0,1
37,02/09/2022,Estoril,Sp Lisbon,2,1,0,2,-2,1
38,03/09/2022,Sp Braga,Guimaraes,2,0,1,0,-1,0
39,03/09/2022,Gil Vicente,Porto,0,2,0,2,0,0
40,04/09/2022,Casa Pia,Arouca,2,0,0,0,-2,0
41,04/09/2022,Santa Clara,Maritimo,1,1,2,1,1,0
42,04/09/2022,Portimonense,Famalicao,1,0,1,0,0,0
43,05/09/2022,Boavista,Pacos Ferreira,1,0,1,0,0,0
44,05/09/2022,Chaves,Rio Ave,1,1,1,1,0,0
45,09/09/2022,Guimaraes,Santa Clara,1,0,1,0,0,0
46,10/09/2022,Famalicao,Benfica,0,2,0,1,0,-1
47,10/09/2022,Sp Lisbon,Portimonense,1,1,4,0,3,-1
48,10/09/2022,Porto,Chaves,1,0,3,0,2,0
49,11/09/2022,Pacos Ferreira,Casa Pia,0,1,2,3,2,2
50,11/09/2022,Arouca,Boavista,0,1,1,2,1,1
51,11/09/2022,Maritimo,Gil Vicente,0,1,1,2,1,1
52,11/09/2022,Rio Ave,Sp Braga,0,2,2,3,2,1
53,12/09/2022,Vizela,Estoril,1,1,0,1,-1,0
54,16/09/2022,Portimonense,Chaves,0,1,1,0,1,-1
55,17/09/2022,Gil Vicente,Rio Ave,1,2,2,2,1,0
56,17/09/2022,Santa Clara,Pacos Ferreira,1,0,1,1,0,1
57,17/09/2022,Estoril,Porto,0,1,1,1,1,0
58,17/09/2022,Boavista,Sp Lisbon,0,3,2,1,2,-2
59,18/09/2022,Arouca,Guimaraes,0,1,2,2,2,1
60,18/09/2022,Benfica,Maritimo,2,0,5,0,3,0
61,18/09/2022,Casa Pia,Famalicao,1,0,1,0,0,0
62,18/09/2022,Sp Braga,Vizela,3,0,2,0,-1,0
63,30/09/2022,Sp Lisbon,Gil Vicente,2,1,3,1,1,0
64,30/09/2022,Porto,Sp Braga,1,1,4,1,3,0
65,01/10/2022,Vizela,Portimonense,0,1,1,0,1,-1
66,01/10/2022,Chaves,Estoril,0,1,1,1,1,0
67,01/10/2022,Guimaraes,Benfica,0,2,0,0,0,-2
68,02/10/2022,Rio Ave,Santa Clara,1,0,1,0,0,0
69,02/10/2022,Pacos Ferreira,Arouca,1,1,1,1,0,0
70,02/10/2022,Famalicao,Boavista,0,1,4,0,4,-1
71,03/10/2022,Maritimo,Casa Pia,0,2,1,2,1,0
72,07/10/2022,Gil Vicente,Estoril,1,1,0,1,-1,0
73,08/10/2022,Santa Clara,Sp Lisbon,0,2,1,2,1,0
74,08/10/2022,Benfica,Rio Ave,1,0,4,2,3,2
75,08/10/2022,Portimonense,Porto,0,2,0,2,0,0
76,08/10/2022,Pacos Ferreira,Guimaraes,0,1,0,1,0,0
77,09/10/2022,Boavista,Maritimo,2,1,1,1,-1,0
78,09/10/2022,Casa Pia,Vizela,1,0,0,1,-1,1
79,09/10/2022,Sp Braga,Chaves,2,1,0,1,-2,0
80,10/10/2022,Arouca,Famalicao,0,2,4,1,4,-1
81,21/10/2022,Porto,Benfica,2,1,0,1,-2,0
82,22/10/2022,Famalicao,Pacos Ferreira,1,0,2,1,1,1
83,22/10/2022,Estoril,Sp Braga,1,0,0,2,-1,2
84,22/10/2022,Sp Lisbon,Casa Pia,1,0,3,1,2,1
85,23/10/2022,Maritimo,Arouca,0,3,1,1,1,-2
86,23/10/2022,Vizela,Santa Clara,0,0,0,1,0,1
87,23/10/2022,Chaves,Gil Vicente,1,0,3,1,2,1
88,23/10/2022,Guimaraes,Boavista,1,0,3,2,2,2
89,24/10/2022,Rio Ave,Portimonense,1,1,1,0,0,-1
90,28/10/2022,Pacos Ferreira,Maritimo,1,1,0,1,-1,0
91,29/10/2022,Santa Clara,Porto,0,1,1,1,1,0
92,29/10/2022,Benfica,Chaves,1,0,5,0,4,0
93,29/10/2022,Arouca,Sp Lisbon,1,2,1,0,0,-2
94,30/10/2022,Boavista,Vizela,0,1,2,2,2,1
95,30/10/2022,Portimonense,Estoril,0,0,1,1,1,1
96,30/10/2022,Casa Pia,Rio Ave,1,1,1,0,0,-1
97,30/10/2022,Gil Vicente,Sp Braga,0,2,0,1,0,-1
98,31/10/2022,Guimaraes,Famalicao,2,1,3,2,1,1
99,04/11/2022,Gil Vicente,Portimonense,0,0,1,2,1,2
100,05/11/2022,Vizela,Arouca,0,1,0,1,0,0
101,05/11/2022,Porto,Pacos Ferreira,2,0,4,0,2,0
102,05/11/2022,Sp Lisbon,Guimaraes,1,1,3,0,2,-1
103,06/11/2022,Rio Ave,Boavista,2,1,1,0,-1,-1
104,06/11/2022,Maritimo,Famalicao,1,1,0,0,-1,-1
105,06/11/2022,Sp Braga,Casa Pia,1,0,0,1,-1,1
106,06/11/2022,Estoril,Benfica,0,3,1,5,1,2
107,07/11/2022,Chaves,Santa Clara,1,1,0,0,-1,-1
108,12/11/2022,Arouca,Rio Ave,1,0,0,1,-1,1
109,12/11/2022,Boavista,Porto,0,2,1,4,1,2
110,13/11/2022,Guimaraes,Maritimo,1,0,1,0,0,0
111,13/11/2022,Pacos Ferreira,Vizela,0,1,0,2,0,1
112,13/11/2022,Benfica,Gil Vicente,4,0,3,1,-1,1
113,13/11/2022,Casa Pia,Chaves,1,0,1,2,0,2
114,13/11/2022,Portimonense,Sp Braga,0,0,1,2,1,2
115,13/11/2022,Famalicao,Sp Lisbon,0,2,1,2,1,0
116,14/11/2022,Santa Clara,Estoril,1,0,3,1,2,1
117,23/12/2022,Rio Ave,Maritimo,0,0,1,1,1,1
118,28/12/2022,Portimonense,Casa Pia,0,1,1,2,1,1
119,28/12/2022,Porto,Arouca,2,0,5,1,3,1
120,29/12/2022,Gil Vicente,Santa Clara,0,1,1,0,1,-1
121,29/12/2022,Sp Lisbon,Pacos Ferreira,3,0,3,0,0,0
122,30/12/2022,Chaves,Famalicao,1,1,0,2,-1,1
123,30/12/2022,Vizela,Guimaraes,1,0,3,0,2,0
124,30/12/2022,Sp Braga,Benfica,0,3,3,0,3,-3
125,05/01/2023,Santa Clara,Sp Braga,0,1,0,4,0,3
126,06/01/2023,Benfica,Portimonense,2,1,1,0,-1,-1
127,06/01/2023,Famalicao,Vizela,0,1,2,1,2,0
128,07/01/2023,Arouca,Estoril,1,1,2,0,1,-1
129,07/01/2023,Guimaraes,Rio Ave,0,1,0,0,0,-1
130,07/01/2023,Casa Pia,Porto,0,2,0,0,0,-2
131,08/01/2023,Pacos Ferreira,Chaves,0,1,1,1,1,0
132,08/01/2023,Maritimo,Sp Lisbon,0,1,1,0,1,-1
133,08/01/2023,Boavista,Gil Vicente,1,1,1,0,0,-1
134,13/01/2023,Portimonense,Santa Clara,1,0,0,0,-1,0
135,14/01/2023,Vizela,Maritimo,0,0,3,0,3,0
136,14/01/2023,Rio Ave,Pacos Ferreira,1,0,0,1,-1,1
137,14/01/2023,Sp Braga,Boavista,3,0,1,0,-2,0
138,15/01/2023,Chaves,Arouca,0,1,1,1,1,0
139,15/01/2023,Benfica,Sp Lisbon,1,1,2,2,1,1
140,15/01/2023,Porto,Famalicao,2,1,4,1,2,0
141,16/01/2023,Estoril,Casa Pia,0,1,2,0,2,-1
142,16/01/2023,Gil Vicente,Guimaraes,0,0,2,1,2,1
143,20/01/2023,Arouca,Portimonense,1,0,4,0,3,0
144,20/01/2023,Sp Lisbon,Vizela,1,2,2,1,1,-1
145,21/01/2023,Pacos Ferreira,Sp Braga,0,2,1,2,1,0
146,21/01/2023,Santa Clara,Benfica,0,2,0,3,0,1
147,21/01/2023,Guimaraes,Porto,0,3,0,1,0,-2
148,22/01/2023,Maritimo,Estoril,0,1,1,0,1,-1
149,22/01/2023,Casa Pia,Gil Vicente,0,0,1,3,1,3
150,22/01/2023,Famalicao,Rio Ave,0,0,0,0,0,0
151,23/01/2023,Boavista,Chaves,1,1,1,1,0,0
152,26/01/2023,Pacos Ferreira,Benfica,0,2,0,2,0,0
153,29/01/2023,Casa Pia,Santa Clara,1,0,2,1,1,1
154,29/01/2023,Vizela,Rio Ave,0,0,3,1,3,1
155,29/01/2023,Boavista,Portimonense,1,0,4,2,3,2
156,29/01/2023,Famalicao,Estoril,1,0,1,0,0,0
157,30/01/2023,Guimaraes,Chaves,0,0,2,1,2,1
158,31/01/2023,Pacos Ferreira,Gil Vicente,0,1,2,1,2,0
159,31/01/2023,Arouca,Benfica,1,2,0,3,-1,1
160,01/02/2023,Maritimo,Porto,0,1,0,2,0,1
161,01/02/2023,Sp Lisbon,Sp Braga,0,1,5,0,5,-1
162,04/02/2023,Santa Clara,Boavista,0,2,2,2,2,0
163,04/02/2023,Benfica,Casa Pia,2,0,3,0,1,0
164,04/02/2023,Estoril,Guimaraes,0,1,0,1,0,0
165,05/02/2023,Chaves,Maritimo,1,0,2,1,1,1
166,05/02/2023,Sp Braga,Famalicao,1,1,4,1,3,0
167,05/02/2023,Porto,Vizela,2,0,2,0,0,0
168,05/02/2023,Gil Vicente,Arouca,2,1,1,1,-1,0
169,06/02/2023,Portimonense,Pacos Ferreira,0,1,1,0,1,-1
170,06/02/2023,Rio Ave,Sp Lisbon,0,3,0,1,0,-2
171,09/02/2023,Estoril,Boavista,0,1,2,1,2,0
172,10/02/2023,Vizela,Chaves,1,1,0,0,-1,-1
173,11/02/2023,Arouca,Santa Clara,1,0,1,0,0,0
174,11/02/2023,Guimaraes,Portimonense,1,0,1,0,0,0
175,12/02/2023,Famalicao,Gil Vicente,1,1,0,1,-1,0
176,12/02/2023,Sp Lisbon,Porto,0,0,1,2,1,2
177,12/02/2023,Maritimo,Sp Braga,1,2,1,2,0,0
178,13/02/2023,Rio Ave,Estoril,0,0,2,0,2,0
179,13/02/2023,Boavista,Casa Pia,2,1,0,0,-2,-1
180,17/02/2023,Gil Vicente,Vizela,1,1,1,1,0,0
181,18/02/2023,Estoril,Pacos Ferreira,1,0,1,3,0,3
182,18/02/2023,Portimonense,Maritimo,0,1,2,1,2,0
183,18/02/2023,Porto,Rio Ave,1,0,1,0,0,0
184,19/02/2023,Santa Clara,Famalicao,1,1,1,3,0,2
185,19/02/2023,Sp Braga,Arouca,1,1,2,0,1,-1
186,19/02/2023,Casa Pia,Guimaraes,0,0,0,0,0,0
187,20/02/2023,Chaves,Sp Lisbon,0,2,2,3,2,1
188,20/02/2023,Benfica,Boavista,2,0,3,1,1,1
189,24/02/2023,Famalicao,Portimonense,1,1,1,0,0,-1
190,25/02/2023,Arouca,Casa Pia,0,0,2,0,2,0
191,25/02/2023,Maritimo,Santa Clara,1,1,3,1,2,0
192,25/02/2023,Vizela,Benfica,0,2,0,2,0,0
193,26/02/2023,Rio Ave,Chaves,0,0,1,0,1,0
194,26/02/2023,Pacos Ferreira,Boavista,2,1,1,3,-1,2
195,26/02/2023,Porto,Gil Vicente,1,0,1,2,0,2
196,27/02/2023,Sp Lisbon,Estoril,3,0,2,0,-1,0
197,27/02/2023,Guimaraes,Sp Braga,0,1,2,1,2,0
198,03/03/2023,Boavista,Arouca,1,1,0,0,-1,-1
199,03/03/2023,Benfica,Famalicao,1,0,2,0,1,0
200,04/03/2023,Estoril,Vizela,0,1,0,3,0,2
201,04/03/2023,Portimonense,Sp Lisbon,0,2,0,1,0,-1
202,04/03/2023,Chaves,Porto,0,1,1,3,1,2
203,05/03/2023,Gil Vicente,Maritimo,2,1,2,0,0,-1
204,05/03/2023,Santa Clara,Guimaraes,0,1,1,3,1,2
205,05/03/2023,Sp Braga,Rio Ave,1,0,2,0,1,0
206,06/03/2023,Casa Pia,Pacos Ferreira,0,1,2,1,2,0
207,10/03/2023,Porto,Estoril,4,0,3,2,-1,2
208,11/03/2023,Chaves,Portimonense,1,1,2,0,1,-1
209,11/03/2023,Pacos Ferreira,Santa Clara,2,1,1,0,-1,-1
210,11/03/2023,Guimaraes,Arouca,1,0,0,2,-1,2
211,11/03/2023,Vizela,Sp Braga,1,1,0,4,-1,3
212,12/03/2023,Rio Ave,Gil Vicente,0,1,2,1,2,0
213,12/03/2023,Maritimo,Benfica,0,3,0,3,0,0
214,12/03/2023,Sp Lisbon,Boavista,1,0,3,0,2,0
215,13/03/2023,Famalicao,Casa Pia,1,0,1,0,0,0
216,17/03/2023,Santa Clara,Rio Ave,0,1,0,2,0,1
217,18/03/2023,Portimonense,Vizela,0,1,0,1,0,0
218,18/03/2023,Arouca,Pacos Ferreira,1,0,1,1,0,1
219,18/03/2023,Benfica,Guimaraes,2,0,5,1,3,1
220,18/03/2023,Estoril,Chaves,1,2,0,2,-1,0
221,19/03/2023,Casa Pia,Maritimo,1,0,2,0,1,0
222,19/03/2023,Sp Braga,Porto,3,1,0,0,-3,-1
223,19/03/2023,Boavista,Famalicao,0,1,1,2,1,1
224,31/03/2023,Estoril,Gil Vicente,0,2,1,0,1,-2
225,01/04/2023,Vizela,Casa Pia,0,1,3,1,3,0
226,01/04/2023,Guimaraes,Pacos Ferreira,1,1,0,0,-1,-1
227,01/04/2023,Sp Lisbon,Santa Clara,3,0,3,0,0,0
228,02/04/2023,Chaves,Sp Braga,0,1,1,2,1,1
229,02/04/2023,Maritimo,Boavista,0,1,4,2,4,1
230,02/04/2023,Rio Ave,Benfica,0,2,0,1,0,-1
231,02/04/2023,Porto,Portimonense,1,0,1,0,0,0
232,03/04/2023,Famalicao,Arouca,0,1,0,1,0,0
233,05/04/2023,Gil Vicente,Sp Lisbon,0,2,0,0,0,-2
234,07/04/2023,Santa Clara,Vizela,0,3,0,1,0,-2
235,07/04/2023,Benfica,Porto,1,0,1,2,0,2
236,07/04/2023,Boavista,Guimaraes,1,1,2,1,1,0
237,08/04/2023,Arouca,Maritimo,1,0,1,0,0,0
238,08/04/2023,Pacos Ferreira,Famalicao,0,0,1,3,1,3
239,08/04/2023,Portimonense,Rio Ave,0,1,2,2,2,1
240,08/04/2023,Sp Braga,Estoril,2,0,4,1,2,1
241,09/04/2023,Casa Pia,Sp Lisbon,0,2,3,4,3,2
242,10/04/2023,Gil Vicente,Chaves,0,0,0,0,0,0
243,14/04/2023,Famalicao,Guimaraes,2,0,2,1,0,1
244,15/04/2023,Estoril,Portimonense,1,1,0,1,-1,0
245,15/04/2023,Maritimo,Pacos Ferreira,1,1,3,1,2,0
246,15/04/2023,Chaves,Benfica,0,2,1,0,1,-2
247,15/04/2023,Porto,Santa Clara,2,0,2,1,0,1
248,16/04/2023,Rio Ave,Casa Pia,2,1,1,1,-1,0
249,16/04/2023,Sp Braga,Gil Vicente,1,0,1,0,0,0
250,16/04/2023,Sp Lisbon,Arouca,0,1,1,1,1,0
251,17/04/2023,Vizela,Boavista,1,1,1,1,0,0
252,21/04/2023,Casa Pia,Sp Braga,0,2,0,1,0,-1
253,22/04/2023,Famalicao,Maritimo,1,1,3,2,2,1
254,22/04/2023,Boavista,Rio Ave,1,1,3,2,2,1
255,22/04/2023,Pacos Ferreira,Porto,0,2,0,2,0,0
256,23/04/2023,Portimonense,Gil Vicente,0,0,1,0,1,0
257,23/04/2023,Benfica,Estoril,1,0,1,0,0,0
258,23/04/2023,Santa Clara,Chaves,0,1,1,1,1,0
259,23/04/2023,Arouca,Vizela,0,0,1,0,1,0
260,24/04/2023,Guimaraes,Sp Lisbon,1,3,0,2,-1,-1
261,28/04/2023,Rio Ave,Arouca,0,1,1,0,1,-1
262,29/04/2023,Maritimo,Guimaraes,2,0,1,2,-1,2
263,29/04/2023,Sp Braga,Portimonense,1,0,4,1,3,1
264,29/04/2023,Chaves,Casa Pia,1,0,1,0,0,0
265,29/04/2023,Vizela,Pacos Ferreira,1,0,1,2,0,2
266,29/04/2023,Gil Vicente,Benfica,0,1,0,2,0,1
267,30/04/2023,Estoril,Santa Clara,0,0,3,0,3,0
268,30/04/2023,Porto,Boavista,3,0,1,0,-2,0
269,30/04/2023,Sp Lisbon,Famalicao,1,1,2,1,1,0
270,05/05/2023,Casa Pia,Portimonense,1,1,1,1,0,0
271,06/05/2023,Santa Clara,Gil Vicente,0,0,3,2,3,2
272,06/05/2023,Boavista,Estoril,1,1,1,0,0,-1
273,06/05/2023,Benfica,Sp Braga,0,1,1,0,1,-1
274,07/05/2023,Maritimo,Rio Ave,1,2,2,2,1,0
275,07/05/2023,Guimaraes,Vizela,1,1,3,0,2,-1
276,07/05/2023,Pacos Ferreira,Sp Lisbon,0,2,0,4,0,2
277,08/05/2023,Famalicao,Chaves,0,1,1,2,1,1
278,08/05/2023,Arouca,Porto,0,0,0,1,0,1
279,12/05/2023,Gil Vicente,Boavista,0,1,3,1,3,0
280,13/05/2023,Chaves,Pacos Ferreira,2,0,2,0,0,0
281,13/05/2023,Vizela,Famalicao,0,2,0,0,0,-2
282,13/05/2023,Portimonense,Benfica,0,2,1,5,1,3
283,13/05/2023,Sp Lisbon,Maritimo,3,0,2,1,-1,1
284,14/05/2023,Rio Ave,Guimaraes,1,1,0,1,-1,0
285,14/05/2023,Sp Braga,Santa Clara,3,0,5,3,2,3
286,14/05/2023,Porto,Casa Pia,1,0,2,1,1,1
287,15/05/2023,Estoril,Arouca,0,0,2,0,2,0
288,19/05/2023,Maritimo,Vizela,1,0,1,0,0,0
289,20/05/2023,Arouca,Chaves,0,1,1,0,1,-1
290,20/05/2023,Santa Clara,Portimonense,4,2,1,0,-3,-2
291,20/05/2023,Boavista,Sp Braga,1,3,1,1,0,-2
292,20/05/2023,Famalicao,Porto,0,1,2,4,2,3
293,21/05/2023,Guimaraes,Gil Vicente,2,0,1,0,-1,0
294,21/05/2023,Casa Pia,Estoril,0,1,2,2,2,1
295,21/05/2023,Pacos Ferreira,Rio Ave,0,1,3,1,3,0
296,21/05/2023,Sp Lisbon,Benfica,0,1,2,2,2,1
297,26/05/2023,Rio Ave,Famalicao,1,2,2,2,1,0
298,26/05/2023,Vizela,Sp Lisbon,0,2,1,2,1,0
299,27/05/2023,Gil Vicente,Casa Pia,1,1,1,0,0,-1
300,27/05/2023,Chaves,Boavista,1,0,1,4,0,4
301,27/05/2023,Estoril,Maritimo,2,1,3,1,1,0
302,27/05/2023,Benfica,Santa Clara,3,0,3,0,0,0
303,27/05/2023,Portimonense,Arouca,0,0,0,2,0,2
304,27/05/2023,Porto,Guimaraes,1,0,3,0,2,0
305,27/05/2023,Sp Braga,Pacos Ferreira,3,1,3,0,0,-1
