,Date,HomeTeam,AwayTeam,PredHomeGoals,PredAwayGoals,RealHomeGoals,RealAwayGoals,ErrorHomeGoals,ErrorAwayGoals
200,13/03/2021,Benfica,Boavista,2,0,2,0,0,0
201,13/03/2021,Santa Clara,Portimonense,0,0,2,0,2,0
202,13/03/2021,Tondela,Sp Lisbon,0,3,0,1,0,-2
203,14/03/2021,Moreirense,Rio Ave,2,0,1,1,-1,1
204,14/03/2021,Guimaraes,Gil Vicente,1,0,2,4,1,4
205,14/03/2021,Porto,Pacos Ferreira,3,0,2,0,-1,0
206,15/03/2021,Famalicao,Sp Braga,0,3,2,2,2,-1
207,19/03/2021,Gil Vicente,Nacional,4,1,2,0,-2,-1
208,20/03/2021,Pacos Ferreira,Moreirense,0,1,3,0,3,-1
209,20/03/2021,Santa Clara,Tondela,2,1,1,1,-1,0
210,20/03/2021,Portimonense,Porto,0,0,1,2,1,2
211,20/03/2021,Sp Lisbon,Guimaraes,3,0,1,0,-2,0
212,21/03/2021,Rio Ave,Belenenses,1,1,0,0,-1,-1
213,21/03/2021,Boavista,Farense,2,1,0,1,-2,0
214,21/03/2021,Maritimo,Famalicao,3,1,0,4,-3,3
215,21/03/2021,Sp Braga,Benfica,0,1,0,2,0,1
216,02/04/2021,Nacional,Portimonense,1,0,1,5,0,5
217,03/04/2021,Rio Ave,Gil Vicente,1,0,0,2,-1,2
218,03/04/2021,Porto,Santa Clara,2,0,2,1,0,1
219,04/04/2021,Belenenses,Boavista,0,0,0,2,0,2
220,04/04/2021,Guimaraes,Tondela,1,2,1,2,0,0
221,04/04/2021,Famalicao,Pacos Ferreira,2,1,2,0,0,-1
222,05/04/2021,Farense,Sp Braga,2,2,1,2,-1,0
223,05/04/2021,Benfica,Maritimo,4,0,1,0,-3,0
224,05/04/2021,Moreirense,Sp Lisbon,0,1,1,1,1,0
225,09/04/2021,Portimonense,Guimaraes,7,1,3,0,-4,-1
226,10/04/2021,Maritimo,Farense,0,1,1,0,1,-1
227,10/04/2021,Boavista,Rio Ave,1,0,3,3,2,3
228,10/04/2021,Tondela,Porto,0,1,0,2,0,1
229,10/04/2021,Pacos Ferreira,Benfica,0,1,0,5,0,4
230,11/04/2021,Gil Vicente,Moreirense,5,0,1,2,-4,2
231,11/04/2021,Santa Clara,Nacional,2,1,5,1,3,0
232,11/04/2021,Sp Braga,Belenenses,2,0,1,1,-1,1
233,11/04/2021,Sp Lisbon,Famalicao,0,0,1,1,1,1
234,16/04/2021,Boavista,Pacos Ferreira,5,2,2,0,-3,-2
235,16/04/2021,Farense,Sp Lisbon,1,1,0,1,-1,0
236,17/04/2021,Guimaraes,Santa Clara,0,4,1,0,1,-4
237,17/04/2021,Moreirense,Tondela,2,1,2,3,0,2
238,17/04/2021,Belenenses,Maritimo,0,0,2,0,2,0
239,17/04/2021,Benfica,Gil Vicente,4,0,1,2,-3,2
240,17/04/2021,Rio Ave,Sp Braga,2,2,0,0,-2,-2
241,18/04/2021,Famalicao,Portimonense,2,0,0,1,-2,1
242,18/04/2021,Nacional,Porto,0,1,0,1,0,0
243,20/04/2021,Pacos Ferreira,Farense,0,1,0,2,0,1
244,21/04/2021,Santa Clara,Moreirense,2,1,0,0,-2,-1
245,21/04/2021,Maritimo,Rio Ave,1,1,1,0,0,-1
246,21/04/2021,Sp Braga,Boavista,1,1,2,1,1,0
247,21/04/2021,Sp Lisbon,Belenenses,1,0,2,2,1,2
248,22/04/2021,Tondela,Nacional,1,1,2,1,1,0
249,22/04/2021,Gil Vicente,Famalicao,2,1,0,3,-2,2
250,22/04/2021,Portimonense,Benfica,2,1,1,5,-1,4
251,22/04/2021,Porto,Guimaraes,2,0,1,0,-1,0
252,25/04/2021,Boavista,Maritimo,1,0,0,1,-1,1
253,25/04/2021,Rio Ave,Pacos Ferreira,1,0,1,1,0,1
254,25/04/2021,Sp Braga,Sp Lisbon,1,1,0,1,-1,0
255,26/04/2021,Belenenses,Gil Vicente,2,0,2,1,0,1
256,26/04/2021,Benfica,Santa Clara,2,0,2,1,0,1
257,26/04/2021,Famalicao,Tondela,3,1,2,2,-1,1
258,26/04/2021,Nacional,Guimaraes,1,0,1,0,0,0
259,26/04/2021,Moreirense,Porto,0,0,1,1,1,1
260,27/04/2021,Farense,Portimonense,2,1,1,1,-1,0
261,29/04/2021,Maritimo,Sp Braga,1,0,1,0,0,0
262,30/04/2021,Pacos Ferreira,Belenenses,0,3,1,0,1,-3
263,30/04/2021,Guimaraes,Moreirense,0,0,2,0,2,0
264,30/04/2021,Tondela,Benfica,1,3,0,2,-1,-1
265,30/04/2021,Porto,Famalicao,2,0,3,2,1,2
266,01/05/2021,Gil Vicente,Farense,2,1,0,0,-2,-1
267,01/05/2021,Portimonense,Rio Ave,2,0,0,0,-2,0
268,01/05/2021,Santa Clara,Boavista,1,1,3,3,2,2
269,01/05/2021,Sp Lisbon,Nacional,1,0,2,0,1,0
270,05/05/2021,Maritimo,Gil Vicente,2,0,0,1,-2,1
271,05/05/2021,Sp Braga,Pacos Ferreira,1,1,1,1,0,0
272,05/05/2021,Rio Ave,Sp Lisbon,0,1,0,2,0,1
273,06/05/2021,Moreirense,Nacional,1,1,2,2,1,1
274,06/05/2021,Belenenses,Portimonense,1,0,1,0,0,0
275,06/05/2021,Benfica,Porto,3,0,1,1,-2,1
276,06/05/2021,Farense,Guimaraes,1,1,2,2,1,1
277,07/05/2021,Famalicao,Santa Clara,3,2,1,0,-2,-2
278,07/05/2021,Boavista,Tondela,2,3,1,1,-1,-2
279,09/05/2021,Pacos Ferreira,Maritimo,0,0,1,1,1,1
280,09/05/2021,Gil Vicente,Sp Braga,1,0,1,1,0,1
281,10/05/2021,Portimonense,Moreirense,2,1,1,2,-1,1
282,10/05/2021,Porto,Farense,3,0,5,1,2,1
283,11/05/2021,Santa Clara,Rio Ave,1,0,1,0,0,0
284,11/05/2021,Tondela,Belenenses,0,1,1,3,1,2
285,11/05/2021,Nacional,Benfica,1,2,1,3,0,1
286,11/05/2021,Sp Lisbon,Boavista,2,0,1,0,-1,0
287,12/05/2021,Guimaraes,Famalicao,1,1,1,2,0,1
288,14/05/2021,Pacos Ferreira,Gil Vicente,0,0,0,2,0,2
289,14/05/2021,Sp Braga,Moreirense,1,1,2,1,1,0
290,15/05/2021,Boavista,Portimonense,1,0,1,0,0,0
291,15/05/2021,Farense,Tondela,2,2,1,0,-1,-2
292,15/05/2021,Benfica,Sp Lisbon,0,1,4,3,4,2
293,15/05/2021,Rio Ave,Porto,0,1,0,3,0,2
294,16/05/2021,Famalicao,Nacional,2,0,3,0,1,0
295,16/05/2021,Belenenses,Santa Clara,1,1,0,2,-1,1
296,16/05/2021,Maritimo,Guimaraes,2,1,0,0,-2,-1
297,18/05/2021,Tondela,Pacos Ferreira,0,1,2,3,2,2
298,19/05/2021,Porto,Belenenses,6,1,4,0,-2,-1
299,19/05/2021,Gil Vicente,Boavista,2,0,1,2,-1,2
300,19/05/2021,Guimaraes,Benfica,1,2,1,3,0,1
301,19/05/2021,Moreirense,Famalicao,1,3,3,0,2,-3
302,19/05/2021,Nacional,Rio Ave,2,0,1,2,-1,2
303,19/05/2021,Portimonense,Sp Braga,0,1,0,0,0,-1
304,19/05/2021,Santa Clara,Farense,1,0,4,0,3,0
305,19/05/2021,Sp Lisbon,Maritimo,1,0,5,1,4,1
