Team,AvgScored,AvgAgainst,HomeFactor,Matches
AVS,0.5,2.5,0.85,2
Alverca,0.5,2.5,0.85,2
Arouca,1.5,3.5,1.0,2
Casa Pia,1.0,1.0,0.85,2
Estoril,1.5,2.0,0.85,2
Estrela,0.5,1.0,0.85,2
Famalicao,2.0,0.0,1.15,2
Gil Vicente,1.0,1.0,0.85,2
Guimaraes,1.5,2.5,1.0,2
Moreirense,1.5,0.5,1.15,2
Nacional,0.5,1.5,0.85,2
Porto,2.5,0.0,1.15,2
Santa Clara,0.0,2.0,1.0,2
Sp Braga,3.0,0.0,1.0,2
Sp Lisbon,4.0,0.0,1.15,2
Tondela,0.0,2.0,1.0,2
