,Date,HomeTeam,AwayTeam,PredHomeGoals,PredAwayGoals,RealHomeGoals,RealAwayGoals,ErrorHomeGoals,ErrorAwayGoals
77,27/10/2024,Benfica,Rio Ave,6,0,5,0,-1,0
78,27/10/2024,Estrela,Guimaraes,2,2,2,2,0,0
79,28/10/2024,AVS,Porto,0,1,0,5,0,4
80,01/11/2024,Sp Lisbon,Estrela,4,0,5,1,1,1
81,02/11/2024,Rio Ave,Casa Pia,1,2,2,2,1,0
82,02/11/2024,Farense,Benfica,1,4,1,2,0,-2
83,02/11/2024,Gil Vicente,Boavista,5,1,1,2,-4,1
84,03/11/2024,AVS,Famalicao,2,0,2,3,0,3
85,03/11/2024,Arouca,Sp Braga,1,2,1,2,0,0
86,03/11/2024,Guimaraes,Moreirense,1,1,1,0,0,-1
87,03/11/2024,Porto,Estoril,7,0,4,0,-3,0
88,04/11/2024,Nacional,Santa Clara,2,1,2,0,0,-1
89,08/11/2024,Moreirense,Gil Vicente,2,0,3,2,1,2
90,09/11/2024,Casa Pia,Farense,2,1,1,1,-1,0
91,09/11/2024,Estoril,AVS,2,1,0,0,-2,-1
92,09/11/2024,Famalicao,Arouca,2,1,0,0,-2,-1
93,09/11/2024,Boavista,Rio Ave,2,1,0,2,-2,1
94,10/11/2024,Estrela,Nacional,2,1,2,0,0,-1
95,10/11/2024,Santa Clara,Guimaraes,1,1,1,0,0,-1
96,10/11/2024,Sp Braga,Sp Lisbon,0,2,2,4,2,2
97,10/11/2024,Benfica,Porto,1,1,4,1,3,0
98,29/11/2024,Farense,Estrela,2,1,1,0,-1,-1
99,30/11/2024,Rio Ave,Moreirense,2,1,3,2,1,1
100,30/11/2024,Nacional,Boavista,2,0,0,0,-2,0
101,30/11/2024,Sp Lisbon,Santa Clara,3,0,0,1,-3,1
102,01/12/2024,Estoril,Famalicao,1,1,2,1,1,0
103,01/12/2024,Arouca,Benfica,1,4,0,2,-1,-2
104,01/12/2024,AVS,Sp Braga,2,3,0,1,-2,-2
105,02/12/2024,Guimaraes,Gil Vicente,2,0,4,0,2,0
106,02/12/2024,Porto,Casa Pia,6,1,2,0,-4,-1
107,05/12/2024,Moreirense,Sp Lisbon,2,4,2,1,0,-3
108,06/12/2024,Sp Braga,Estoril,2,1,2,2,0,1
109,07/12/2024,Gil Vicente,Nacional,3,2,2,1,-1,-1
110,07/12/2024,Benfica,Guimaraes,3,0,1,0,-2,0
111,07/12/2024,Santa Clara,Rio Ave,1,0,1,0,0,0
112,07/12/2024,Famalicao,Porto,1,1,1,1,0,0
113,08/12/2024,Boavista,Farense,0,0,1,1,1,1
114,08/12/2024,Casa Pia,AVS,2,1,1,1,-1,0
115,09/12/2024,Estrela,Arouca,2,1,2,1,0,0
116,14/12/2024,Farense,Gil Vicente,3,0,0,1,-3,1
117,14/12/2024,Nacional,Moreirense,1,1,1,0,0,-1
118,14/12/2024,Sp Lisbon,Boavista,2,0,3,2,1,2
119,15/12/2024,Arouca,Santa Clara,0,1,1,0,1,-1
120,15/12/2024,AVS,Benfica,0,3,1,1,1,-2
121,15/12/2024,Estoril,Casa Pia,2,1,0,2,-2,1
122,16/12/2024,Sp Braga,Famalicao,2,1,3,3,1,2
123,16/12/2024,Porto,Estrela,4,0,2,0,-2,0
124,16/12/2024,Rio Ave,Guimaraes,1,2,2,2,1,0
125,19/12/2024,Nacional,Benfica,0,2,0,2,0,0
126,20/12/2024,Casa Pia,Arouca,2,1,3,1,1,0
127,21/12/2024,Famalicao,Farense,2,1,1,2,-1,1
128,21/12/2024,Boavista,AVS,2,1,0,0,-2,-1
129,21/12/2024,Moreirense,Porto,1,1,0,3,-1,2
130,22/12/2024,Santa Clara,Sp Braga,1,1,0,2,-1,1
131,22/12/2024,Gil Vicente,Sp Lisbon,3,3,0,0,-3,-3
132,23/12/2024,Benfica,Estoril,3,0,3,0,0,0
133,23/12/2024,Guimaraes,Nacional,2,0,2,2,0,2
134,23/12/2024,Estrela,Rio Ave,2,1,1,0,-1,-1
135,27/12/2024,Arouca,Gil Vicente,1,0,1,1,0,1
136,28/12/2024,AVS,Estrela,2,1,1,1,-1,0
137,28/12/2024,Estoril,Moreirense,2,1,2,2,0,1
138,28/12/2024,Porto,Boavista,3,0,4,0,1,0
139,29/12/2024,Farense,Guimaraes,2,2,2,2,0,0
140,29/12/2024,Rio Ave,Nacional,2,1,2,1,0,0
141,29/12/2024,Sp Braga,Casa Pia,3,1,1,2,-2,1
142,29/12/2024,Sp Lisbon,Benfica,0,1,1,0,1,-1
143,30/12/2024,Famalicao,Santa Clara,1,0,1,2,0,2
144,03/01/2025,Guimaraes,Sp Lisbon,1,2,4,4,3,2
145,04/01/2025,Moreirense,AVS,2,1,1,1,-1,0
146,04/01/2025,Benfica,Sp Braga,3,0,1,2,-2,2
147,04/01/2025,Boavista,Arouca,1,1,1,3,0,2
148,05/01/2025,Santa Clara,Farense,1,0,0,0,-1,0
149,05/01/2025,Casa Pia,Famalicao,3,1,1,1,-2,0
150,05/01/2025,Estrela,Estoril,2,1,2,4,0,3
151,06/01/2025,Gil Vicente,Rio Ave,2,0,1,1,-1,1
152,12/01/2025,Nacional,Porto,0,2,2,0,2,-2
153,17/01/2025,Benfica,Famalicao,2,1,4,0,2,-1
154,18/01/2025,Santa Clara,Estoril,1,0,2,3,1,3
155,18/01/2025,Rio Ave,Sp Lisbon,2,2,0,3,-2,1
156,18/01/2025,Guimaraes,Arouca,4,2,2,2,-2,0
157,19/01/2025,Moreirense,Farense,2,1,0,0,-2,-1
158,19/01/2025,Nacional,AVS,2,1,3,1,1,0
159,19/01/2025,Estrela,Sp Braga,1,3,0,1,-1,-2
160,19/01/2025,Gil Vicente,Porto,1,1,3,1,2,0
161,20/01/2025,Boavista,Casa Pia,1,2,2,3,1,1
162,24/01/2025,Arouca,Moreirense,1,0,1,0,0,0
163,25/01/2025,Famalicao,Estrela,1,2,0,0,-1,-2
164,25/01/2025,Farense,Rio Ave,2,1,1,2,-1,1
165,25/01/2025,Casa Pia,Benfica,1,2,3,1,2,-1
166,25/01/2025,Sp Lisbon,Nacional,4,0,2,0,-2,0
167,26/01/2025,Estoril,Guimaraes,3,3,1,0,-2,-3
168,26/01/2025,Porto,Santa Clara,3,1,1,1,-2,0
169,26/01/2025,Sp Braga,Boavista,4,0,3,0,-1,0
170,27/01/2025,AVS,Gil Vicente,1,0,1,0,0,0
171,31/01/2025,Boavista,Famalicao,1,1,0,2,-1,1
172,01/02/2025,Nacional,Arouca,2,1,1,2,-1,1
173,01/02/2025,Santa Clara,Casa Pia,1,1,2,1,1,0
174,01/02/2025,Gil Vicente,Estoril,3,0,1,2,-2,2
175,01/02/2025,Guimaraes,AVS,2,1,2,0,0,-1
176,02/02/2025,Sp Lisbon,Farense,3,0,3,1,0,1
177,02/02/2025,Estrela,Benfica,1,2,2,3,1,1
178,03/02/2025,Moreirense,Sp Braga,0,1,1,2,1,1
179,03/02/2025,Rio Ave,Porto,2,1,2,2,0,1
180,07/02/2025,Porto,Sp Lisbon,2,3,1,1,-1,-2
181,08/02/2025,AVS,Santa Clara,1,2,1,2,0,0
182,08/02/2025,Benfica,Moreirense,3,0,3,2,0,2
183,08/02/2025,Famalicao,Guimaraes,1,1,0,0,-1,-1
184,09/02/2025,Estoril,Boavista,3,0,2,1,-1,1
185,09/02/2025,Farense,Nacional,2,1,0,2,-2,1
186,09/02/2025,Sp Braga,Gil Vicente,3,0,2,0,-1,0
187,09/02/2025,Casa Pia,Estrela,2,1,1,0,-1,-1
188,10/02/2025,Arouca,Rio Ave,2,1,1,1,-1,0
189,14/02/2025,Boavista,Estrela,1,1,0,1,-1,0
190,15/02/2025,Moreirense,Casa Pia,2,1,3,2,1,1
191,15/02/2025,Nacional,Estoril,2,1,2,2,0,1
192,15/02/2025,Santa Clara,Benfica,2,2,0,1,-2,-1
193,15/02/2025,Sp Lisbon,Arouca,3,0,2,2,-1,2
194,16/02/2025,Rio Ave,AVS,2,1,1,1,-1,0
195,16/02/2025,Farense,Porto,1,1,0,1,-1,0
196,16/02/2025,Guimaraes,Sp Braga,0,1,0,0,0,-1
197,17/02/2025,Gil Vicente,Famalicao,1,0,0,2,-1,2
198,21/02/2025,Sp Braga,Nacional,2,0,1,0,-1,0
199,22/02/2025,Casa Pia,Gil Vicente,2,0,1,0,-1,0
200,22/02/2025,Benfica,Boavista,4,0,3,0,-1,0
201,22/02/2025,Estoril,Rio Ave,1,1,2,1,1,0
202,23/02/2025,Arouca,Farense,1,1,2,2,1,1
203,23/02/2025,Estrela,Santa Clara,1,1,0,0,-1,-1
204,23/02/2025,AVS,Sp Lisbon,1,2,2,2,1,0
205,23/02/2025,Famalicao,Moreirense,2,0,2,0,0,0
206,24/02/2025,Porto,Guimaraes,1,0,1,1,0,1
207,01/03/2025,Nacional,Famalicao,0,1,2,1,2,0
208,01/03/2025,Arouca,Porto,1,1,0,2,-1,1
209,01/03/2025,Guimaraes,Casa Pia,1,0,1,0,0,0
210,02/03/2025,Boavista,Santa Clara,0,1,1,0,1,-1
211,02/03/2025,Moreirense,Estrela,2,1,1,1,-1,0
212,02/03/2025,Farense,AVS,1,1,0,1,-1,0
213,02/03/2025,Rio Ave,Sp Braga,0,1,2,1,2,0
214,03/03/2025,Sp Lisbon,Estoril,2,1,3,1,1,0
215,07/03/2025,Estrela,Gil Vicente,1,0,1,1,0,1
216,08/03/2025,AVS,Arouca,1,1,0,1,-1,0
217,08/03/2025,Benfica,Nacional,3,0,3,0,0,0
218,08/03/2025,Estoril,Farense,1,1,2,2,1,1
219,08/03/2025,Sp Braga,Porto,0,0,1,0,1,0
220,09/03/2025,Santa Clara,Moreirense,0,0,1,1,1,1
221,09/03/2025,Casa Pia,Sp Lisbon,1,3,1,3,0,0
222,09/03/2025,Boavista,Guimaraes,0,1,1,2,1,1
223,10/03/2025,Famalicao,Rio Ave,2,1,1,0,-1,-1
224,15/03/2025,Farense,Sp Braga,0,1,0,1,0,0
225,15/03/2025,Gil Vicente,Santa Clara,1,0,0,1,-1,1
226,15/03/2025,Porto,AVS,2,0,2,0,0,0
227,15/03/2025,Sp Lisbon,Famalicao,1,1,3,1,2,0
228,16/03/2025,Arouca,Estoril,1,1,1,1,0,0
229,16/03/2025,Nacional,Casa Pia,1,1,3,1,2,0
230,16/03/2025,Rio Ave,Benfica,1,2,2,3,1,1
231,16/03/2025,Guimaraes,Estrela,2,0,2,0,0,0
232,16/03/2025,Moreirense,Boavista,2,1,1,0,-1,-1
233,28/03/2025,Gil Vicente,Benfica,0,2,0,3,0,1
234,29/03/2025,Casa Pia,Rio Ave,2,1,2,1,0,0
235,29/03/2025,Estrela,Sp Lisbon,1,3,0,3,-1,0
236,29/03/2025,Sp Braga,Arouca,1,0,2,1,1,1
237,30/03/2025,Famalicao,AVS,1,1,4,1,3,0
238,30/03/2025,Santa Clara,Nacional,1,0,1,0,0,0
239,30/03/2025,Estoril,Porto,0,1,1,2,1,1
240,30/03/2025,Moreirense,Guimaraes,0,1,2,2,2,1
241,01/04/2025,Boavista,Gil Vicente,1,0,1,3,0,3
242,02/04/2025,Benfica,Farense,4,0,3,2,-1,2
243,04/04/2025,AVS,Estoril,2,1,0,3,-2,2
244,05/04/2025,Arouca,Famalicao,1,2,1,2,0,0
245,05/04/2025,Guimaraes,Santa Clara,0,0,2,0,2,0
246,06/04/2025,Gil Vicente,Moreirense,3,1,0,1,-3,0
247,06/04/2025,Nacional,Estrela,2,1,0,1,-2,0
248,06/04/2025,Porto,Benfica,3,1,1,4,-2,3
249,07/04/2025,Farense,Casa Pia,2,1,0,0,-2,-1
250,07/04/2025,Rio Ave,Boavista,3,0,0,2,-3,2
251,07/04/2025,Sp Lisbon,Sp Braga,2,1,1,1,-1,0
252,11/04/2025,Gil Vicente,Guimaraes,1,2,0,1,-1,-1
253,12/04/2025,Boavista,Nacional,1,1,0,1,-1,0
254,12/04/2025,Famalicao,Estoril,3,1,3,0,0,-1
255,12/04/2025,Santa Clara,Sp Lisbon,0,2,0,1,0,-1
256,12/04/2025,Casa Pia,Porto,2,0,0,1,-2,1
257,13/04/2025,Estrela,Farense,1,1,0,1,-1,0
258,13/04/2025,Benfica,Arouca,5,0,2,2,-3,2
259,13/04/2025,Sp Braga,AVS,2,0,4,1,2,1
260,13/04/2025,Moreirense,Rio Ave,3,0,0,2,-3,2
261,18/04/2025,Farense,Boavista,1,0,0,1,-1,1
262,18/04/2025,Rio Ave,Santa Clara,1,0,1,1,0,1
263,18/04/2025,Porto,Famalicao,1,2,2,1,1,-1
264,18/04/2025,Sp Lisbon,Moreirense,2,0,3,1,1,1
265,19/04/2025,AVS,Casa Pia,2,1,1,1,-1,0
266,19/04/2025,Nacional,Gil Vicente,1,0,0,3,-1,3
267,19/04/2025,Arouca,Estrela,2,1,1,0,-1,-1
268,19/04/2025,Estoril,Sp Braga,1,2,0,2,-1,0
269,19/04/2025,Guimaraes,Benfica,2,1,0,3,-2,2
270,25/04/2025,Famalicao,Sp Braga,1,2,1,1,0,-1
271,26/04/2025,Santa Clara,Arouca,1,0,2,0,1,0
272,26/04/2025,Gil Vicente,Farense,3,0,1,0,-2,0
273,26/04/2025,Estrela,Porto,1,1,2,0,1,-1
274,27/04/2025,Moreirense,Nacional,1,1,1,1,0,0
275,27/04/2025,Benfica,AVS,4,0,6,0,2,0
276,27/04/2025,Guimaraes,Rio Ave,1,1,3,0,2,-1
277,27/04/2025,Boavista,Sp Lisbon,0,2,0,5,0,3
278,29/04/2025,Casa Pia,Estoril,2,1,1,3,-1,2
279,02/05/2025,Porto,Moreirense,2,1,3,1,1,0
280,03/05/2025,Farense,Famalicao,1,2,2,1,1,-1
281,03/05/2025,Nacional,Guimaraes,1,2,1,2,0,0
282,03/05/2025,Sp Braga,Santa Clara,1,0,1,1,0,1
283,03/05/2025,Estoril,Benfica,1,4,1,2,0,-2
284,04/05/2025,Arouca,Casa Pia,2,1,0,0,-2,-1
285,04/05/2025,Sp Lisbon,Gil Vicente,2,0,2,1,0,1
286,05/05/2025,Rio Ave,Estrela,1,1,2,0,1,-1
287,05/05/2025,AVS,Boavista,3,0,1,2,-2,2
288,10/05/2025,Nacional,Rio Ave,2,1,3,3,1,2
289,10/05/2025,Santa Clara,Famalicao,1,1,2,1,1,0
290,10/05/2025,Benfica,Sp Lisbon,3,2,1,1,-2,-1
291,10/05/2025,Casa Pia,Sp Braga,1,2,2,1,1,-1
292,10/05/2025,Gil Vicente,Arouca,3,0,1,1,-2,1
293,11/05/2025,Estrela,AVS,2,1,0,1,-2,0
294,11/05/2025,Guimaraes,Farense,2,0,1,2,-1,2
295,11/05/2025,Moreirense,Estoril,1,1,2,2,1,1
296,11/05/2025,Boavista,Porto,1,1,1,2,0,1
297,16/05/2025,Famalicao,Casa Pia,2,1,2,1,0,0
298,16/05/2025,Rio Ave,Gil Vicente,2,0,1,1,-1,1
299,17/05/2025,Arouca,Boavista,2,1,4,1,2,0
300,17/05/2025,AVS,Moreirense,3,1,0,3,-3,2
301,17/05/2025,Estoril,Estrela,2,1,4,0,2,-1
302,17/05/2025,Farense,Santa Clara,1,2,1,2,0,0
303,17/05/2025,Porto,Nacional,4,1,3,0,-1,-1
304,17/05/2025,Sp Braga,Benfica,1,2,1,1,0,-1
305,17/05/2025,Sp Lisbon,Guimaraes,3,1,2,0,-1,-1
