,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
216,P1,08/03/2024,20:45,Estrela,Casa Pia,3,1,H,0,0,D,14,6,6,3,16,9,8,4,0,2,0,0
217,P1,09/03/2024,15:30,Vizela,Farense,2,1,H,0,1,A,15,8,6,4,17,12,10,3,1,3,0,0
218,P1,09/03/2024,18:00,Boavista,Moreirense,1,0,H,0,0,D,9,8,3,3,13,19,4,4,4,2,0,0
219,P1,09/03/2024,18:00,Rio Ave,Sp Braga,0,0,D,0,0,D,8,10,5,4,13,10,6,5,1,4,0,0
220,P1,09/03/2024,20:30,Guimaraes,Famalicao,1,0,H,1,0,H,12,13,6,0,12,18,10,4,1,3,0,0
221,P1,10/03/2024,18:00,Arouca,Sp Lisbon,0,3,A,0,1,A,10,10,2,6,13,11,2,0,2,0,0,0
222,P1,10/03/2024,20:30,Benfica,Estoril,3,1,H,2,1,H,13,10,6,5,10,7,6,4,0,0,0,0
223,P1,11/03/2024,20:15,Gil Vicente,Chaves,0,0,D,0,0,D,20,5,6,0,13,8,12,1,4,2,1,0
224,P1,15/03/2024,20:15,Estoril,Portimonense,1,0,H,0,0,D,9,15,3,2,15,10,2,7,1,2,0,0
225,P1,16/03/2024,15:30,Famalicao,Estrela,0,0,D,0,0,D,12,9,3,2,15,19,4,7,1,4,0,0
226,P1,16/03/2024,18:00,Farense,Rio Ave,1,1,D,1,0,H,14,13,7,3,17,15,5,2,2,1,0,0
227,P1,16/03/2024,18:00,Sp Braga,Gil Vicente,2,1,H,1,0,H,19,10,5,4,12,9,8,2,0,3,0,0
228,P1,16/03/2024,20:30,Porto,Vizela,4,1,H,0,1,A,36,3,9,0,19,12,12,3,0,3,0,1
229,P1,17/03/2024,15:30,Chaves,Guimaraes,1,2,A,1,1,D,6,16,2,5,15,14,3,10,3,3,0,0
230,P1,17/03/2024,15:30,Moreirense,Arouca,1,0,H,1,0,H,12,9,3,1,11,9,2,3,1,1,0,0
231,P1,17/03/2024,18:00,Casa Pia,Benfica,0,1,A,0,0,D,6,19,3,6,8,5,4,13,0,2,0,0
232,P1,17/03/2024,20:30,Sp Lisbon,Boavista,6,1,H,1,1,D,22,3,12,2,9,14,8,1,2,3,0,0
233,P1,29/03/2024,15:30,Gil Vicente,Famalicao,1,2,A,0,1,A,10,12,3,3,8,18,2,5,1,3,0,0
234,P1,29/03/2024,18:00,Benfica,Chaves,1,0,H,0,0,D,19,7,7,0,12,12,11,2,1,8,0,0
235,P1,29/03/2024,20:30,Estrela,Sp Lisbon,1,2,A,1,2,A,6,21,3,6,20,8,3,7,3,1,0,0
236,P1,30/03/2024,15:30,Arouca,Farense,2,1,H,1,0,H,28,10,17,4,15,13,13,4,4,3,0,1
237,P1,30/03/2024,15:30,Guimaraes,Moreirense,1,0,H,0,0,D,12,9,4,2,16,13,7,2,5,2,1,0
238,P1,30/03/2024,18:00,Boavista,Rio Ave,0,0,D,0,0,D,9,8,2,1,21,10,2,5,3,4,0,1
239,P1,30/03/2024,20:30,Estoril,Porto,1,0,H,0,0,D,5,13,2,2,21,14,1,10,5,8,1,3
240,P1,31/03/2024,18:00,Vizela,Casa Pia,0,4,A,0,1,A,13,11,3,9,8,18,6,3,2,6,0,1
241,P1,01/04/2024,20:15,Portimonense,Sp Braga,3,5,A,1,2,A,13,15,5,9,11,6,4,6,0,1,0,0
242,P1,05/04/2024,20:15,Farense,Boavista,2,0,H,2,0,H,15,17,8,7,18,11,5,12,3,3,0,0
243,P1,06/04/2024,15:30,Famalicao,Vizela,3,2,H,2,0,H,17,8,9,4,16,19,1,5,6,1,0,0
244,P1,06/04/2024,15:30,Rio Ave,Gil Vicente,3,0,H,2,0,H,13,5,7,3,18,14,1,8,2,4,0,1
245,P1,06/04/2024,18:00,Sp Braga,Arouca,0,3,A,0,2,A,17,11,10,6,11,15,10,9,1,3,0,0
246,P1,06/04/2024,20:30,Sp Lisbon,Benfica,2,1,H,1,1,D,13,15,4,3,12,9,7,13,3,6,0,1
247,P1,07/04/2024,15:30,Chaves,Portimonense,2,3,A,1,0,H,9,11,3,4,15,15,4,4,3,2,0,0
248,P1,07/04/2024,18:00,Moreirense,Estrela,2,2,D,2,0,H,7,10,3,4,14,14,2,6,3,3,0,1
249,P1,07/04/2024,20:30,Porto,Guimaraes,1,2,A,1,2,A,12,4,6,2,6,23,6,1,2,6,1,0
250,P1,08/04/2024,20:15,Casa Pia,Estoril,0,0,D,0,0,D,12,11,4,2,9,11,2,6,0,2,0,0
251,P1,12/04/2024,20:15,Gil Vicente,Sp Lisbon,0,4,A,0,4,A,5,13,1,6,11,14,6,4,2,0,0,0
252,P1,13/04/2024,15:30,Guimaraes,Farense,1,1,D,0,1,A,24,10,6,6,6,12,8,1,2,4,0,0
253,P1,13/04/2024,18:00,Porto,Famalicao,2,2,D,1,2,A,20,8,8,3,19,16,10,0,4,3,1,0
254,P1,13/04/2024,20:30,Estoril,Sp Braga,0,1,A,0,0,D,4,12,0,5,8,12,2,3,0,1,0,0
255,P1,14/04/2024,15:30,Estrela,Rio Ave,2,2,D,1,1,D,15,6,5,4,12,12,10,1,2,1,0,0
256,P1,14/04/2024,18:00,Arouca,Boavista,2,1,H,2,0,H,14,8,5,5,17,9,1,4,3,4,0,1
257,P1,14/04/2024,18:00,Portimonense,Casa Pia,2,2,D,2,1,H,11,11,3,4,10,14,5,8,2,4,0,1
258,P1,14/04/2024,20:30,Benfica,Moreirense,3,0,H,2,0,H,19,8,6,0,11,11,6,2,2,1,0,0
259,P1,15/04/2024,20:15,Vizela,Chaves,0,1,A,0,1,A,12,7,4,2,17,13,10,5,3,2,0,0
260,P1,16/04/2024,20:15,Famalicao,Sp Lisbon,0,1,A,0,1,A,5,10,0,1,10,15,4,6,2,4,0,0
261,P1,19/04/2024,20:15,Rio Ave,Arouca,1,1,D,1,0,H,6,17,3,5,15,13,4,6,3,3,0,0
262,P1,20/04/2024,15:30,Moreirense,Gil Vicente,0,1,A,0,1,A,15,5,4,3,10,8,8,1,0,0,0,0
263,P1,20/04/2024,18:00,Boavista,Estrela,1,1,D,0,0,D,15,11,5,3,16,7,6,5,2,0,0,0
264,P1,20/04/2024,20:30,Sp Braga,Vizela,2,1,H,0,0,D,15,5,5,2,15,16,4,4,1,3,0,0
265,P1,21/04/2024,15:30,Chaves,Estoril,2,2,D,1,0,H,14,10,7,6,11,12,7,5,1,1,0,2
266,P1,21/04/2024,15:30,Famalicao,Portimonense,2,2,D,0,1,A,13,14,3,7,11,18,9,6,2,4,1,0
267,P1,21/04/2024,18:00,Casa Pia,Porto,1,2,A,1,1,D,11,16,4,5,18,15,8,4,3,1,0,0
268,P1,21/04/2024,20:30,Sp Lisbon,Guimaraes,3,0,H,2,0,H,10,6,4,1,10,10,5,3,1,1,0,0
269,P1,22/04/2024,20:15,Farense,Benfica,1,3,A,1,2,A,12,20,3,9,12,10,3,7,1,2,0,0
270,P1,26/04/2024,20:15,Gil Vicente,Arouca,2,2,D,0,0,D,9,15,3,7,7,9,2,5,3,1,0,0
271,P1,27/04/2024,15:30,Casa Pia,Chaves,3,1,H,1,0,H,11,11,6,7,14,12,4,5,3,4,0,0
272,P1,27/04/2024,15:30,Vizela,Rio Ave,1,1,D,1,1,D,16,11,4,2,16,14,7,0,2,2,0,0
273,P1,27/04/2024,18:00,Benfica,Sp Braga,3,1,H,0,1,A,21,11,6,7,13,12,6,3,2,3,0,1
274,P1,27/04/2024,20:30,Guimaraes,Boavista,1,0,H,1,0,H,9,7,2,1,15,14,4,3,3,5,0,1
275,P1,28/04/2024,15:30,Portimonense,Moreirense,0,2,A,0,0,D,10,13,4,6,13,9,5,5,3,3,0,0
276,P1,28/04/2024,18:00,Estoril,Famalicao,1,0,H,1,0,H,8,13,3,3,13,12,3,6,0,2,0,0
277,P1,28/04/2024,20:30,Porto,Sp Lisbon,2,2,D,2,0,H,11,9,5,5,9,11,2,6,2,2,0,1
278,P1,29/04/2024,20:15,Estrela,Farense,0,3,A,0,1,A,20,11,7,5,8,9,11,4,2,2,0,0
279,P1,03/05/2024,20:15,Moreirense,Vizela,1,0,H,1,0,H,11,8,5,2,22,22,4,5,3,2,0,0
280,P1,04/05/2024,15:30,Boavista,Gil Vicente,1,1,D,1,1,D,7,11,3,6,19,12,2,4,1,1,0,0
281,P1,04/05/2024,15:30,Rio Ave,Guimaraes,2,1,H,1,0,H,7,9,3,5,20,18,6,6,4,6,0,0
282,P1,04/05/2024,18:00,Sp Lisbon,Portimonense,3,0,H,1,0,H,22,2,12,0,10,13,15,1,3,3,0,0
283,P1,04/05/2024,20:30,Chaves,Porto,0,3,A,0,2,A,4,9,0,3,5,15,2,8,4,2,1,0
284,P1,05/05/2024,15:30,Farense,Estoril,3,2,H,2,1,H,13,9,5,2,14,13,3,3,3,0,0,0
285,P1,05/05/2024,18:00,Arouca,Estrela,0,0,D,0,0,D,21,7,1,2,13,9,6,3,1,4,0,0
286,P1,05/05/2024,18:00,Sp Braga,Casa Pia,4,3,H,1,1,D,15,15,7,6,7,9,7,7,4,3,1,0
287,P1,05/05/2024,20:30,Famalicao,Benfica,2,0,H,0,0,D,11,19,4,12,9,11,3,10,2,1,0,0
288,P1,10/05/2024,20:15,Chaves,Famalicao,0,1,A,0,1,A,8,11,2,4,18,21,3,3,3,1,0,0
289,P1,11/05/2024,15:30,Portimonense,Rio Ave,2,2,D,0,1,A,19,9,8,4,12,16,12,4,3,2,0,0
290,P1,11/05/2024,15:30,Vizela,Estrela,4,0,H,1,0,H,15,10,7,3,16,11,4,7,3,2,0,0
291,P1,11/05/2024,18:00,Estoril,Sp Lisbon,0,1,A,0,0,D,7,19,1,5,16,10,2,9,2,1,0,0
292,P1,11/05/2024,20:30,Guimaraes,Sp Braga,2,3,A,1,1,D,12,14,4,8,13,15,6,8,4,3,0,0
293,P1,12/05/2024,15:30,Gil Vicente,Farense,2,0,H,2,0,H,9,16,6,3,12,11,4,4,4,0,0,0
294,P1,12/05/2024,18:00,Benfica,Arouca,5,0,H,3,0,H,17,6,9,1,10,14,3,3,2,2,0,0
295,P1,12/05/2024,18:00,Casa Pia,Moreirense,0,1,A,0,1,A,11,12,0,5,15,17,5,1,2,2,0,0
296,P1,12/05/2024,20:30,Porto,Boavista,2,1,H,0,0,D,20,3,4,2,14,12,11,2,2,9,0,1
297,P1,17/05/2024,18:45,Famalicao,Casa Pia,1,2,A,1,1,D,13,10,5,5,11,14,3,5,4,5,0,0
298,P1,17/05/2024,20:45,Rio Ave,Benfica,1,1,D,0,1,A,8,15,3,7,13,12,2,8,4,2,0,0
299,P1,18/05/2024,15:30,Arouca,Guimaraes,1,3,A,1,0,H,5,9,2,4,13,19,3,7,3,5,0,0
300,P1,18/05/2024,15:30,Boavista,Vizela,2,2,D,0,1,A,15,14,5,4,17,7,9,2,4,1,0,0
301,P1,18/05/2024,15:30,Estrela,Gil Vicente,1,0,H,1,0,H,6,5,2,2,17,13,4,3,3,0,0,0
302,P1,18/05/2024,15:30,Farense,Portimonense,1,3,A,0,2,A,7,15,3,6,14,14,2,4,3,1,1,1
303,P1,18/05/2024,18:00,Moreirense,Estoril,2,1,H,1,0,H,13,9,3,2,8,8,2,6,0,0,0,0
304,P1,18/05/2024,18:00,Sp Lisbon,Chaves,3,0,H,2,0,H,15,10,7,0,16,7,5,3,2,1,0,1
305,P1,18/05/2024,20:30,Sp Braga,Porto,0,1,A,0,0,D,4,19,1,5,13,11,4,8,4,1,1,0
