,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
63,P1,06/10/2023,20:15,Moreirense,Boavista,1,1,D,1,1,D,11,8,6,1,13,13,6,1,0,3,0,0
64,P1,07/10/2023,15:30,Chaves,Gil Vicente,4,2,H,1,2,A,15,9,9,5,17,14,6,1,3,3,1,0
65,P1,07/10/2023,15:30,Farense,Vizela,0,0,D,0,0,D,20,17,6,6,21,11,14,6,1,1,0,0
66,P1,07/10/2023,18:00,Sp Braga,Rio Ave,2,1,H,0,1,A,33,9,11,3,8,11,16,1,1,2,0,0
67,P1,07/10/2023,20:30,Estoril,Benfica,0,1,A,0,0,D,16,21,4,5,15,8,4,7,3,2,0,0
68,P1,08/10/2023,15:30,Casa Pia,Estrela,0,1,A,0,0,D,7,11,2,6,16,8,3,6,1,1,0,0
69,P1,08/10/2023,15:30,Famalicao,Guimaraes,1,3,A,0,2,A,13,12,6,4,15,20,11,3,4,3,0,0
70,P1,08/10/2023,18:00,Porto,Portimonense,1,0,H,1,0,H,18,4,7,2,12,19,10,5,4,6,1,0
71,P1,08/10/2023,20:30,Sp Lisbon,Arouca,2,1,H,1,0,H,10,11,5,5,7,18,5,2,4,7,1,1
72,P1,27/10/2023,20:15,Arouca,Moreirense,0,1,A,0,1,A,13,12,3,5,11,14,7,5,2,2,0,1
73,P1,28/10/2023,15:30,Portimonense,Estoril,1,0,H,1,0,H,14,14,8,4,14,8,6,4,6,1,0,0
74,P1,28/10/2023,18:00,Benfica,Casa Pia,1,1,D,1,0,H,13,6,7,3,12,20,10,2,1,2,0,0
75,P1,28/10/2023,18:00,Guimaraes,Chaves,5,0,H,3,0,H,13,7,6,3,16,6,4,3,0,3,0,1
76,P1,28/10/2023,20:30,Gil Vicente,Sp Braga,3,3,D,1,0,H,13,18,6,7,14,21,4,9,4,2,0,1
77,P1,29/10/2023,15:30,Rio Ave,Farense,3,4,A,2,2,D,11,13,4,7,19,12,5,6,3,3,0,0
78,P1,29/10/2023,18:00,Estrela,Famalicao,1,0,H,0,0,D,12,9,4,1,18,15,3,2,3,3,0,1
79,P1,29/10/2023,20:30,Vizela,Porto,0,2,A,0,2,A,8,13,1,3,16,17,4,4,3,4,0,0
80,P1,30/10/2023,20:15,Boavista,Sp Lisbon,0,2,A,0,1,A,7,14,2,6,16,13,4,8,3,2,0,0
81,P1,03/11/2023,20:15,Porto,Estoril,0,1,A,0,0,D,16,7,4,3,16,16,9,6,5,7,0,0
82,P1,04/11/2023,15:30,Chaves,Benfica,0,2,A,0,0,D,8,14,0,5,13,11,3,8,5,2,0,0
83,P1,04/11/2023,18:00,Famalicao,Gil Vicente,3,1,H,2,0,H,12,9,5,4,11,10,7,2,3,3,0,0
84,P1,04/11/2023,20:30,Sp Braga,Portimonense,6,1,H,0,1,A,19,8,10,3,10,10,5,5,1,2,0,0
85,P1,05/11/2023,15:30,Casa Pia,Vizela,0,1,A,0,0,D,11,14,2,4,16,17,6,6,3,3,0,0
86,P1,05/11/2023,15:30,Moreirense,Guimaraes,1,0,H,0,0,D,12,10,3,2,10,11,4,12,1,2,0,0
87,P1,05/11/2023,18:00,Rio Ave,Boavista,2,0,H,1,0,H,9,10,3,2,17,15,3,3,3,2,0,0
88,P1,05/11/2023,20:30,Sp Lisbon,Estrela,3,2,H,1,0,H,23,6,8,4,7,5,6,1,1,1,0,0
89,P1,06/11/2023,20:15,Farense,Arouca,2,0,H,2,0,H,7,15,2,5,16,14,6,6,1,1,0,0
90,P1,10/11/2023,20:15,Estoril,Casa Pia,4,0,H,2,0,H,18,12,6,3,15,16,4,7,3,4,0,0
91,P1,11/11/2023,15:30,Portimonense,Chaves,2,1,H,2,0,H,12,19,7,8,15,12,3,8,4,2,0,0
92,P1,11/11/2023,18:00,Estrela,Moreirense,0,1,A,0,0,D,8,12,3,2,22,17,2,5,3,6,0,1
93,P1,11/11/2023,18:00,Vizela,Famalicao,0,0,D,0,0,D,9,13,4,2,17,17,5,7,1,3,0,0
94,P1,11/11/2023,20:30,Guimaraes,Porto,1,2,A,1,1,D,14,7,8,4,19,17,10,6,3,3,0,0
95,P1,12/11/2023,15:30,Boavista,Farense,1,3,A,0,1,A,15,13,2,7,19,9,9,2,3,1,0,0
96,P1,12/11/2023,15:30,Gil Vicente,Rio Ave,1,1,D,0,0,D,8,16,2,5,10,18,4,7,1,1,0,0
97,P1,12/11/2023,18:00,Arouca,Sp Braga,0,1,A,0,1,A,12,17,7,5,14,14,3,8,2,4,0,0
98,P1,12/11/2023,20:30,Benfica,Sp Lisbon,2,1,H,0,1,A,11,8,4,3,10,12,6,4,2,5,0,1
99,P1,01/12/2023,20:30,Chaves,Vizela,2,1,H,1,1,D,15,8,5,2,14,16,2,1,5,3,0,0
100,P1,02/12/2023,15:30,Farense,Guimaraes,1,2,A,0,1,A,5,16,2,5,12,14,1,7,3,3,1,0
101,P1,02/12/2023,15:30,Rio Ave,Estrela,1,1,D,0,0,D,13,8,3,0,15,13,7,0,4,1,0,0
102,P1,02/12/2023,18:00,Famalicao,Porto,0,3,A,0,2,A,12,9,0,5,16,22,7,2,4,5,1,0
103,P1,02/12/2023,20:30,Casa Pia,Portimonense,1,0,H,0,0,D,11,10,3,2,20,15,5,5,3,3,0,1
104,P1,03/12/2023,15:30,Sp Braga,Estoril,3,1,H,1,1,D,18,4,6,1,13,14,5,2,2,2,0,0
105,P1,03/12/2023,18:00,Moreirense,Benfica,0,0,D,0,0,D,11,12,4,3,13,13,2,7,4,1,0,0
106,P1,03/12/2023,20:30,Boavista,Arouca,0,4,A,0,3,A,8,12,2,7,12,10,8,1,5,4,1,1
107,P1,04/12/2023,20:15,Sp Lisbon,Gil Vicente,3,1,H,1,1,D,12,5,4,1,14,9,9,0,4,1,0,0
108,P1,08/12/2023,15:30,Vizela,Sp Braga,1,3,A,0,1,A,11,13,5,4,19,9,7,6,3,1,0,0
109,P1,08/12/2023,18:00,Benfica,Farense,1,1,D,0,0,D,37,8,13,5,10,11,15,3,2,3,0,0
110,P1,09/12/2023,15:30,Portimonense,Famalicao,1,1,D,0,1,A,8,16,4,8,14,19,2,5,4,1,1,0
111,P1,09/12/2023,18:00,Guimaraes,Sp Lisbon,3,2,H,1,1,D,7,11,5,4,14,5,1,6,4,1,0,0
112,P1,09/12/2023,20:30,Porto,Casa Pia,3,1,H,1,0,H,16,7,6,3,11,9,4,1,3,1,0,0
113,P1,10/12/2023,15:30,Estrela,Boavista,3,1,H,0,0,D,4,9,2,6,18,11,2,4,4,2,0,0
114,P1,10/12/2023,18:00,Arouca,Rio Ave,2,2,D,0,2,A,16,12,5,9,11,14,5,3,1,5,0,0
115,P1,10/12/2023,20:30,Estoril,Chaves,4,0,H,1,0,H,14,7,10,2,16,11,3,6,4,3,0,0
116,P1,11/12/2023,20:15,Gil Vicente,Moreirense,1,1,D,1,0,H,11,11,4,4,15,19,3,6,5,3,0,0
117,P1,15/12/2023,20:15,Farense,Estrela,0,0,D,0,0,D,12,9,1,2,11,8,6,9,2,1,0,0
118,P1,16/12/2023,15:30,Rio Ave,Vizela,1,1,D,0,0,D,13,6,4,4,16,15,7,2,3,3,0,1
119,P1,16/12/2023,18:00,Arouca,Gil Vicente,3,0,H,1,0,H,10,9,7,5,11,8,4,6,2,0,0,0
120,P1,16/12/2023,20:30,Boavista,Guimaraes,1,1,D,0,1,A,10,14,4,3,17,9,7,8,6,2,0,0
121,P1,17/12/2023,15:30,Chaves,Casa Pia,1,3,A,1,2,A,15,9,5,6,16,14,4,2,1,1,0,0
122,P1,17/12/2023,15:30,Moreirense,Portimonense,5,2,H,2,1,H,16,9,5,3,12,12,7,7,2,2,0,0
123,P1,17/12/2023,18:00,Famalicao,Estoril,1,1,D,1,1,D,10,12,3,5,9,19,1,7,3,1,0,0
124,P1,17/12/2023,20:30,Sp Braga,Benfica,0,1,A,0,1,A,16,11,6,6,11,9,5,2,3,3,0,0
125,P1,18/12/2023,20:15,Sp Lisbon,Porto,2,0,H,1,0,H,11,5,6,3,21,15,2,2,4,4,0,1
126,P1,23/12/2023,15:30,Guimaraes,Rio Ave,1,0,H,0,0,D,5,9,3,4,13,18,4,8,4,3,0,0
127,P1,23/12/2023,15:30,Vizela,Moreirense,0,0,D,0,0,D,9,10,3,5,16,8,3,9,3,1,0,0
128,P1,28/12/2023,20:15,Estrela,Arouca,1,4,A,1,0,H,6,18,2,5,6,12,3,5,0,2,1,0
129,P1,29/12/2023,18:45,Benfica,Famalicao,3,0,H,1,0,H,17,12,10,3,21,14,6,4,2,3,0,0
130,P1,29/12/2023,20:45,Porto,Chaves,1,0,H,0,0,D,17,5,10,2,20,11,8,3,3,5,0,0
131,P1,30/12/2023,15:30,Estoril,Farense,4,0,H,2,0,H,12,14,7,4,8,18,10,8,2,2,0,0
132,P1,30/12/2023,15:30,Gil Vicente,Boavista,1,0,H,0,0,D,11,8,3,1,15,15,4,3,0,1,0,0
133,P1,30/12/2023,18:00,Casa Pia,Sp Braga,1,3,A,0,0,D,7,11,3,6,9,7,2,3,1,0,0,0
134,P1,30/12/2023,20:30,Portimonense,Sp Lisbon,1,2,A,0,0,D,7,14,3,6,11,12,0,12,4,3,0,0
135,P1,05/01/2024,18:45,Sp Lisbon,Estoril,5,1,H,2,0,H,21,11,8,3,6,10,5,7,1,3,0,0
136,P1,05/01/2024,20:45,Boavista,Porto,1,1,D,1,1,D,7,24,2,7,18,14,1,6,5,1,1,0
137,P1,06/01/2024,15:30,Estrela,Vizela,1,1,D,1,0,H,12,16,4,7,14,13,6,4,0,1,0,0
138,P1,06/01/2024,15:30,Farense,Gil Vicente,1,0,H,0,0,D,11,14,5,6,9,7,6,5,2,2,0,0
139,P1,06/01/2024,18:00,Arouca,Benfica,0,3,A,0,1,A,11,11,1,5,12,5,1,3,2,2,0,0
140,P1,06/01/2024,20:30,Sp Braga,Guimaraes,1,1,D,0,0,D,11,13,4,4,7,9,5,6,2,0,0,0
141,P1,07/01/2024,18:00,Rio Ave,Portimonense,2,0,H,0,0,D,9,7,3,3,9,13,3,6,1,3,0,0
142,P1,07/01/2024,20:30,Famalicao,Chaves,2,2,D,2,1,H,17,10,7,5,17,23,5,8,3,2,0,0
143,P1,08/01/2024,20:15,Moreirense,Casa Pia,1,4,A,1,3,A,13,10,4,7,15,24,4,3,2,2,0,0
144,P1,12/01/2024,20:15,Portimonense,Farense,1,0,H,0,0,D,12,8,4,3,19,9,4,4,2,3,0,0
145,P1,13/01/2024,15:30,Casa Pia,Famalicao,0,2,A,0,1,A,8,13,1,4,13,15,6,3,1,1,1,0
146,P1,13/01/2024,18:00,Chaves,Sp Lisbon,0,3,A,0,1,A,5,17,0,10,11,14,2,5,1,2,0,0
147,P1,13/01/2024,20:30,Estoril,Moreirense,1,3,A,0,2,A,9,12,5,7,15,11,8,1,2,3,0,0
148,P1,14/01/2024,15:30,Gil Vicente,Estrela,1,1,D,1,0,H,9,15,2,6,14,10,7,5,2,4,0,0
149,P1,14/01/2024,18:00,Benfica,Rio Ave,4,1,H,1,1,D,15,9,12,5,12,11,5,3,1,3,0,1
150,P1,14/01/2024,18:00,Vizela,Boavista,1,4,A,0,2,A,27,10,7,7,19,4,11,1,2,2,0,0
151,P1,14/01/2024,20:30,Porto,Sp Braga,2,0,H,1,0,H,8,10,4,5,12,15,5,5,3,5,0,0
152,P1,15/01/2024,20:15,Guimaraes,Arouca,2,1,H,1,1,D,15,9,6,2,8,7,10,1,0,3,0,0
153,P1,18/01/2024,18:45,Famalicao,Sp Braga,1,2,A,0,0,D,11,12,3,7,9,11,3,4,4,4,1,0
154,P1,18/01/2024,20:45,Vizela,Sp Lisbon,2,5,A,1,1,D,4,18,3,9,16,13,0,6,3,1,0,0
155,P1,19/01/2024,20:15,Benfica,Boavista,2,0,H,0,0,D,20,5,7,1,15,11,12,4,3,3,0,0
156,P1,20/01/2024,15:30,Estoril,Arouca,1,2,A,1,2,A,13,15,4,7,16,13,7,4,3,2,0,0
157,P1,20/01/2024,18:00,Casa Pia,Farense,1,3,A,0,2,A,21,7,6,4,10,13,14,3,0,1,0,0
158,P1,20/01/2024,20:30,Porto,Moreirense,5,0,H,1,0,H,16,5,8,1,13,16,5,1,0,3,0,0
159,P1,21/01/2024,15:30,Portimonense,Gil Vicente,0,2,A,0,1,A,8,15,0,8,19,15,3,8,3,1,0,0
160,P1,21/01/2024,18:00,Chaves,Rio Ave,0,0,D,0,0,D,19,6,6,1,15,13,11,0,2,3,0,0
161,P1,21/01/2024,20:30,Guimaraes,Estrela,3,0,H,1,0,H,12,5,4,1,13,10,8,5,1,1,0,1
162,P1,28/01/2024,15:30,Boavista,Portimonense,1,4,A,0,3,A,20,12,5,5,14,14,11,1,2,2,0,0
163,P1,28/01/2024,15:30,Moreirense,Famalicao,1,0,H,0,0,D,7,8,2,1,14,13,3,4,3,2,0,0
164,P1,28/01/2024,18:00,Farense,Porto,1,3,A,0,2,A,9,18,4,4,16,7,4,10,1,0,0,0
165,P1,28/01/2024,20:30,Arouca,Vizela,5,0,H,2,0,H,13,9,7,3,15,11,1,2,1,2,0,0
166,P1,28/01/2024,20:30,Gil Vicente,Guimaraes,1,0,H,0,0,D,7,8,4,2,12,14,4,4,1,2,0,0
167,P1,29/01/2024,18:45,Estrela,Benfica,1,4,A,1,2,A,9,16,5,7,10,10,5,6,2,1,1,0
168,P1,29/01/2024,20:45,Sp Lisbon,Casa Pia,8,0,H,5,0,H,21,2,11,2,10,14,9,0,1,1,0,0
169,P1,31/01/2024,18:45,Rio Ave,Estoril,1,1,D,0,0,D,8,12,4,5,10,9,4,3,4,3,0,0
170,P1,31/01/2024,20:45,Sp Braga,Chaves,1,1,D,0,0,D,27,7,10,2,11,10,9,1,1,5,0,1
171,P1,03/02/2024,15:30,Portimonense,Arouca,1,2,A,0,0,D,11,8,4,3,17,10,3,2,4,1,0,0
172,P1,03/02/2024,20:30,Porto,Rio Ave,0,0,D,0,0,D,17,3,5,0,15,24,23,0,4,5,0,1
173,P1,04/02/2024,15:30,Chaves,Farense,1,1,D,0,1,A,2,15,2,7,19,15,3,6,2,4,1,0
174,P1,04/02/2024,15:30,Vizela,Guimaraes,0,1,A,0,0,D,10,19,2,3,15,15,4,9,4,2,0,0
175,P1,04/02/2024,18:00,Benfica,Gil Vicente,3,0,H,2,0,H,10,5,5,3,11,5,6,4,0,1,0,0
176,P1,04/02/2024,18:00,Estoril,Estrela,1,0,H,0,0,D,10,11,5,6,15,10,6,1,3,2,0,0
177,P1,04/02/2024,20:30,Sp Braga,Moreirense,1,0,H,1,0,H,13,8,5,1,13,16,6,1,1,2,0,0
178,P1,05/02/2024,20:15,Casa Pia,Boavista,0,0,D,0,0,D,5,4,0,0,13,14,4,3,3,1,0,0
179,P1,09/02/2024,20:15,Estrela,Portimonense,3,0,H,3,0,H,10,11,3,1,7,13,4,7,4,3,0,0
180,P1,10/02/2024,15:30,Farense,Famalicao,1,1,D,0,1,A,17,18,7,4,17,20,7,6,0,6,0,0
181,P1,10/02/2024,18:00,Moreirense,Chaves,1,0,H,0,0,D,15,10,5,4,12,10,11,4,3,2,0,0
182,P1,10/02/2024,20:30,Boavista,Estoril,2,1,H,2,0,H,7,14,3,4,16,10,7,5,5,5,0,0
183,P1,11/02/2024,15:30,Rio Ave,Casa Pia,1,0,H,0,0,D,8,6,3,1,14,20,5,3,1,3,0,0
184,P1,11/02/2024,18:00,Sp Lisbon,Sp Braga,5,0,H,2,0,H,12,7,5,1,10,10,3,7,0,0,0,0
185,P1,11/02/2024,20:30,Guimaraes,Benfica,2,2,D,1,1,D,8,6,6,3,15,9,6,11,4,3,1,0
186,P1,12/02/2024,20:15,Arouca,Porto,3,2,H,2,1,H,10,14,6,6,20,9,3,7,3,4,0,1
187,P1,13/02/2024,15:30,Gil Vicente,Vizela,0,1,A,0,1,A,16,8,4,2,13,15,8,3,3,5,0,1
188,P1,16/02/2024,20:15,Famalicao,Rio Ave,2,1,H,1,1,D,15,9,6,4,18,20,4,7,4,6,0,0
189,P1,17/02/2024,15:30,Chaves,Boavista,2,1,H,1,1,D,7,14,3,3,17,16,4,3,6,1,1,0
190,P1,17/02/2024,18:00,Portimonense,Guimaraes,1,1,D,0,1,A,10,10,6,2,10,17,9,6,3,5,0,0
191,P1,17/02/2024,20:30,Porto,Estrela,2,0,H,1,0,H,16,8,6,2,12,13,8,6,0,2,0,0
192,P1,18/02/2024,15:30,Casa Pia,Arouca,1,0,H,0,0,D,10,14,2,4,5,12,2,6,0,2,0,0
193,P1,18/02/2024,18:00,Benfica,Vizela,6,1,H,5,0,H,14,8,8,4,14,9,6,1,0,4,0,0
194,P1,18/02/2024,18:00,Estoril,Gil Vicente,1,3,A,0,0,D,8,11,4,7,15,15,2,4,2,3,1,0
195,P1,18/02/2024,20:30,Sp Braga,Farense,2,1,H,0,0,D,17,5,8,2,19,15,6,1,5,3,0,0
196,P1,19/02/2024,20:15,Moreirense,Sp Lisbon,0,2,A,0,2,A,4,16,0,7,12,13,5,4,0,1,0,0
197,P1,23/02/2024,20:15,Arouca,Famalicao,3,2,H,2,1,H,14,11,4,8,20,14,3,4,2,5,0,1
198,P1,24/02/2024,15:30,Farense,Moreirense,0,1,A,0,1,A,6,11,1,2,14,14,5,5,1,0,1,0
199,P1,24/02/2024,18:00,Estrela,Chaves,1,1,D,1,1,D,10,9,4,2,13,18,7,6,2,2,0,0
200,P1,24/02/2024,20:30,Guimaraes,Casa Pia,0,2,A,0,2,A,25,9,5,5,12,13,8,2,1,3,0,0
201,P1,25/02/2024,15:30,Vizela,Estoril,3,3,D,2,0,H,12,18,7,4,9,14,4,7,2,3,0,0
202,P1,25/02/2024,18:00,Benfica,Portimonense,4,0,H,0,0,D,19,10,13,2,13,6,8,1,0,1,0,0
203,P1,25/02/2024,18:00,Gil Vicente,Porto,1,1,D,0,0,D,7,14,1,5,16,14,2,4,3,3,0,0
204,P1,25/02/2024,20:30,Rio Ave,Sp Lisbon,3,3,D,2,2,D,8,13,3,6,17,10,2,5,6,3,1,0
205,P1,26/02/2024,20:15,Boavista,Sp Braga,0,4,A,0,2,A,8,11,3,5,12,14,1,3,1,3,0,0
206,P1,01/03/2024,20:15,Chaves,Arouca,1,5,A,1,2,A,11,7,5,5,15,15,4,2,1,2,0,0
207,P1,02/03/2024,15:30,Moreirense,Rio Ave,0,0,D,0,0,D,14,4,5,1,13,10,6,2,1,1,0,0
208,P1,02/03/2024,18:00,Estoril,Guimaraes,1,3,A,0,3,A,14,9,4,4,12,20,9,4,1,5,0,0
209,P1,02/03/2024,20:30,Sp Braga,Estrela,3,0,H,0,0,D,15,7,8,1,11,13,6,4,2,1,0,0
210,P1,03/03/2024,15:30,Casa Pia,Gil Vicente,0,0,D,0,0,D,11,9,3,2,12,7,2,4,1,2,0,0
211,P1,03/03/2024,15:30,Portimonense,Vizela,0,0,D,0,0,D,11,13,4,3,18,10,1,8,3,1,1,0
212,P1,03/03/2024,18:00,Sp Lisbon,Farense,3,2,H,2,1,H,17,8,5,5,7,11,12,1,1,3,0,0
213,P1,03/03/2024,20:30,Porto,Benfica,5,0,H,2,0,H,16,3,8,1,12,16,6,2,1,3,0,1
214,P1,04/03/2024,20:15,Famalicao,Boavista,1,1,D,1,0,H,7,5,1,3,14,19,9,5,2,2,0,0
215,P1,08/03/2024,18:45,Portimonense,Porto,0,3,A,0,1,A,7,16,2,6,16,11,1,13,2,0,0,0
