,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
216,P1,08/03/2025,15:30,AVS,Arouca,0,1,A,0,0,D,9,20,1,8,15,17,1,7,1,1,0,0
217,P1,08/03/2025,18:00,Benfica,Nacional,3,0,H,2,0,H,18,12,12,3,11,11,5,3,0,3,0,0
218,P1,08/03/2025,18:00,Estoril,Farense,2,2,D,0,0,D,13,14,4,4,17,18,4,7,2,1,0,0
219,P1,08/03/2025,20:30,Sp Braga,Porto,1,0,H,1,0,H,7,7,4,3,16,14,7,3,2,4,1,0
220,P1,09/03/2025,15:30,Santa Clara,Moreirense,1,1,D,0,0,D,13,9,5,3,15,11,4,3,1,2,0,0
221,P1,09/03/2025,18:00,Casa Pia,Sp Lisbon,1,3,A,1,2,A,10,17,3,6,9,10,4,4,4,3,0,0
222,P1,09/03/2025,20:30,Boavista,Guimaraes,1,2,A,1,0,H,7,19,4,8,17,16,2,7,2,1,0,0
223,P1,10/03/2025,20:15,Famalicao,Rio Ave,1,0,H,1,0,H,16,13,7,4,22,13,5,1,1,2,0,0
224,P1,15/03/2025,15:30,Farense,Sp Braga,0,1,A,0,0,D,11,10,3,4,19,14,12,4,2,1,0,0
225,P1,15/03/2025,15:30,Gil Vicente,Santa Clara,0,1,A,0,1,A,12,3,2,1,12,21,5,0,2,2,0,0
226,P1,15/03/2025,18:00,Porto,AVS,2,0,H,1,0,H,20,8,10,2,19,8,4,3,3,4,0,1
227,P1,15/03/2025,20:30,Sp Lisbon,Famalicao,3,1,H,1,1,D,18,9,9,3,10,13,11,4,4,1,1,0
228,P1,16/03/2025,15:30,Arouca,Estoril,1,1,D,1,0,H,3,12,1,3,14,14,3,4,0,1,0,0
229,P1,16/03/2025,15:30,Nacional,Casa Pia,3,1,H,1,0,H,14,10,6,3,11,13,2,5,2,1,0,0
230,P1,16/03/2025,18:00,Rio Ave,Benfica,2,3,A,0,1,A,7,20,2,8,16,12,3,11,3,1,1,0
231,P1,16/03/2025,20:30,Guimaraes,Estrela,2,0,H,1,0,H,12,9,6,0,15,17,8,2,1,2,0,0
232,P1,16/03/2025,20:30,Moreirense,Boavista,1,0,H,1,0,H,21,9,3,4,14,16,6,3,4,6,0,1
233,P1,28/03/2025,20:15,Gil Vicente,Benfica,0,3,A,0,1,A,7,18,2,7,9,16,5,2,4,2,0,0
234,P1,29/03/2025,15:30,Casa Pia,Rio Ave,2,1,H,1,1,D,11,12,3,5,19,12,7,4,5,1,0,0
235,P1,29/03/2025,18:00,Estrela,Sp Lisbon,0,3,A,0,0,D,7,13,0,7,18,18,3,2,7,1,2,0
236,P1,29/03/2025,20:30,Sp Braga,Arouca,2,1,H,2,0,H,14,8,5,1,12,9,7,1,2,2,0,0
237,P1,30/03/2025,15:30,Famalicao,AVS,4,1,H,0,0,D,16,6,4,1,15,21,4,2,2,2,0,0
238,P1,30/03/2025,15:30,Santa Clara,Nacional,1,0,H,1,0,H,13,9,5,4,23,16,3,4,3,3,0,1
239,P1,30/03/2025,18:00,Estoril,Porto,1,2,A,1,1,D,3,14,2,6,19,13,1,6,4,2,0,0
240,P1,30/03/2025,20:30,Moreirense,Guimaraes,2,2,D,1,1,D,11,11,3,3,11,15,2,3,2,2,0,0
241,P1,01/04/2025,20:15,Boavista,Gil Vicente,1,3,A,0,0,D,7,14,3,9,21,13,3,3,1,3,1,1
242,P1,02/04/2025,20:15,Benfica,Farense,3,2,H,2,1,H,13,12,7,6,13,13,5,4,1,1,0,0
243,P1,04/04/2025,20:15,AVS,Estoril,0,3,A,0,2,A,9,14,2,8,13,18,4,3,3,1,0,0
244,P1,05/04/2025,18:00,Arouca,Famalicao,1,2,A,0,1,A,15,6,8,4,17,16,3,7,3,5,0,0
245,P1,05/04/2025,20:30,Guimaraes,Santa Clara,2,0,H,1,0,H,9,15,3,5,11,16,7,6,1,2,0,0
246,P1,06/04/2025,15:30,Gil Vicente,Moreirense,0,1,A,0,0,D,12,8,4,3,15,14,7,0,3,4,0,0
247,P1,06/04/2025,18:00,Nacional,Estrela,0,1,A,0,0,D,19,12,4,3,15,14,7,5,1,2,0,0
248,P1,06/04/2025,20:30,Porto,Benfica,1,4,A,0,2,A,14,14,3,5,17,11,2,6,3,1,0,0
249,P1,07/04/2025,18:45,Farense,Casa Pia,0,0,D,0,0,D,11,2,5,0,18,21,13,3,4,2,0,0
250,P1,07/04/2025,20:15,Rio Ave,Boavista,0,2,A,0,1,A,17,6,2,4,15,12,9,2,3,2,0,0
251,P1,07/04/2025,20:45,Sp Lisbon,Sp Braga,1,1,D,1,0,H,15,9,7,3,11,21,4,0,3,5,0,1
252,P1,11/04/2025,20:15,Gil Vicente,Guimaraes,0,1,A,0,0,D,7,7,1,1,12,18,1,5,1,6,0,0
253,P1,12/04/2025,15:30,Boavista,Nacional,0,1,A,0,1,A,21,15,8,5,16,12,7,7,3,4,1,0
254,P1,12/04/2025,15:30,Famalicao,Estoril,3,0,H,0,0,D,9,6,4,2,20,22,3,8,3,4,0,0
255,P1,12/04/2025,18:00,Santa Clara,Sp Lisbon,0,1,A,0,0,D,10,7,1,4,18,11,3,3,4,2,1,1
256,P1,12/04/2025,20:30,Casa Pia,Porto,0,1,A,0,1,A,5,10,2,3,12,16,4,3,2,2,0,0
257,P1,13/04/2025,15:30,Estrela,Farense,0,1,A,0,0,D,13,10,3,5,22,11,7,3,1,0,0,0
258,P1,13/04/2025,18:00,Benfica,Arouca,2,2,D,0,0,D,26,8,8,5,6,12,11,5,1,3,0,0
259,P1,13/04/2025,18:00,Sp Braga,AVS,4,1,H,3,1,H,18,4,8,2,13,8,7,3,2,2,0,0
260,P1,13/04/2025,20:30,Moreirense,Rio Ave,0,2,A,0,0,D,8,10,1,4,13,26,2,2,4,5,1,0
261,P1,18/04/2025,15:30,Farense,Boavista,0,1,A,0,0,D,12,6,4,2,8,15,4,4,0,5,0,0
262,P1,18/04/2025,15:30,Rio Ave,Santa Clara,1,1,D,1,0,H,8,17,3,5,15,14,6,4,2,2,0,0
263,P1,18/04/2025,18:00,Porto,Famalicao,2,1,H,1,0,H,8,12,6,4,17,13,4,5,2,3,1,0
264,P1,18/04/2025,20:30,Sp Lisbon,Moreirense,3,1,H,2,0,H,20,6,10,2,8,17,4,2,2,3,0,0
265,P1,19/04/2025,15:30,AVS,Casa Pia,1,1,D,1,0,H,10,6,3,4,14,11,3,4,7,2,0,0
266,P1,19/04/2025,15:30,Nacional,Gil Vicente,0,3,A,0,1,A,22,8,7,4,8,12,9,0,0,3,1,0
267,P1,19/04/2025,18:00,Arouca,Estrela,1,0,H,0,0,D,19,8,6,4,17,16,4,4,4,4,0,0
268,P1,19/04/2025,18:00,Estoril,Sp Braga,0,2,A,0,2,A,6,5,3,3,11,15,1,2,1,0,0,0
269,P1,19/04/2025,20:30,Guimaraes,Benfica,0,3,A,0,1,A,17,8,6,7,10,12,7,3,2,4,0,0
270,P1,25/04/2025,20:30,Famalicao,Sp Braga,1,1,D,1,0,H,9,13,4,3,16,15,6,9,1,4,0,0
271,P1,26/04/2025,15:30,Santa Clara,Arouca,2,0,H,2,0,H,9,15,4,5,14,14,3,5,4,5,0,1
272,P1,26/04/2025,18:00,Gil Vicente,Farense,1,0,H,0,0,D,14,8,3,2,16,12,4,1,1,3,0,0
273,P1,26/04/2025,20:30,Estrela,Porto,2,0,H,1,0,H,11,12,5,3,17,14,5,11,5,3,0,0
274,P1,27/04/2025,15:30,Moreirense,Nacional,1,1,D,0,0,D,8,18,3,4,10,13,2,5,1,0,0,0
275,P1,27/04/2025,18:00,Benfica,AVS,6,0,H,4,0,H,23,10,11,3,11,12,10,4,1,3,0,0
276,P1,27/04/2025,18:00,Guimaraes,Rio Ave,3,0,H,3,0,H,25,10,6,5,16,7,9,1,1,2,0,0
277,P1,27/04/2025,20:30,Boavista,Sp Lisbon,0,5,A,0,2,A,6,23,0,12,14,14,3,5,3,4,0,0
278,P1,29/04/2025,20:30,Casa Pia,Estoril,1,3,A,1,1,D,8,11,4,4,12,14,4,4,2,1,1,1
279,P1,02/05/2025,20:15,Porto,Moreirense,3,1,H,1,1,D,15,5,4,4,14,12,9,2,3,3,0,0
280,P1,03/05/2025,15:30,Farense,Famalicao,2,1,H,1,1,D,14,9,6,4,22,19,4,10,7,3,0,1
281,P1,03/05/2025,15:30,Nacional,Guimaraes,1,2,A,0,1,A,16,11,1,4,15,13,6,3,2,3,0,0
282,P1,03/05/2025,18:00,Sp Braga,Santa Clara,1,1,D,0,1,A,17,5,4,3,15,15,8,0,0,6,0,0
283,P1,03/05/2025,20:30,Estoril,Benfica,1,2,A,0,2,A,10,10,2,3,15,13,2,4,2,2,0,0
284,P1,04/05/2025,18:00,Arouca,Casa Pia,0,0,D,0,0,D,15,4,3,1,14,14,5,0,2,6,1,2
285,P1,04/05/2025,20:30,Sp Lisbon,Gil Vicente,2,1,H,0,1,A,16,1,3,1,13,11,9,2,3,3,0,0
286,P1,05/05/2025,19:30,Rio Ave,Estrela,2,0,H,0,0,D,19,8,6,3,17,16,5,3,4,6,0,0
287,P1,05/05/2025,20:15,AVS,Boavista,1,2,A,0,0,D,13,14,5,3,21,12,4,5,4,2,0,0
288,P1,10/05/2025,15:30,Nacional,Rio Ave,3,3,D,0,3,A,12,13,5,7,11,12,4,5,1,4,0,0
289,P1,10/05/2025,15:30,Santa Clara,Famalicao,2,1,H,1,0,H,16,12,5,4,23,14,3,6,7,2,1,1
290,P1,10/05/2025,18:00,Benfica,Sp Lisbon,1,1,D,0,1,A,14,7,1,4,24,14,6,2,4,2,0,0
291,P1,10/05/2025,20:30,Casa Pia,Sp Braga,2,1,H,1,1,D,5,21,3,6,19,13,2,7,0,0,0,0
292,P1,10/05/2025,20:30,Gil Vicente,Arouca,1,1,D,0,0,D,15,8,5,4,17,15,4,1,1,3,0,0
293,P1,11/05/2025,15:30,Estrela,AVS,0,1,A,0,0,D,11,18,3,2,9,11,1,6,0,3,0,0
294,P1,11/05/2025,18:00,Guimaraes,Farense,1,2,A,0,1,A,21,7,4,3,15,7,16,3,4,4,0,0
295,P1,11/05/2025,18:00,Moreirense,Estoril,2,2,D,1,0,H,9,7,5,5,20,16,2,7,4,4,0,0
296,P1,11/05/2025,20:30,Boavista,Porto,1,2,A,1,2,A,9,16,4,7,13,19,0,4,4,2,1,1
297,P1,16/05/2025,19:00,Famalicao,Casa Pia,2,1,H,1,0,H,18,5,4,1,14,15,13,4,2,6,0,0
298,P1,16/05/2025,19:00,Rio Ave,Gil Vicente,1,1,D,1,1,D,6,11,3,3,11,8,6,7,1,0,0,0
299,P1,17/05/2025,18:00,Arouca,Boavista,4,1,H,3,1,H,14,21,7,5,16,16,2,11,1,2,0,0
300,P1,17/05/2025,18:00,AVS,Moreirense,0,3,A,0,2,A,8,19,3,11,24,10,2,4,7,3,1,0
301,P1,17/05/2025,18:00,Estoril,Estrela,4,0,H,4,0,H,10,11,6,3,18,13,4,4,2,2,0,0
302,P1,17/05/2025,18:00,Farense,Santa Clara,1,2,A,1,1,D,12,16,2,5,13,20,3,6,2,5,0,0
303,P1,17/05/2025,18:00,Porto,Nacional,3,0,H,1,0,H,10,11,4,5,11,15,2,8,1,7,0,1
304,P1,17/05/2025,18:00,Sp Braga,Benfica,1,1,D,1,0,H,17,13,7,2,15,8,6,6,4,2,1,0
305,P1,17/05/2025,18:00,Sp Lisbon,Guimaraes,2,0,H,0,0,D,18,2,7,0,14,17,7,1,3,4,0,0
