,Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
23,P1,22/08/2021,18:00,Maritimo,Porto,1,1,D,1,1,D,5,16,1,5,21,18,3,4,4,1,0,0
24,P1,22/08/2021,20:30,Guimaraes,Vizela,4,0,H,0,0,D,20,4,8,2,15,17,8,2,4,4,0,0
25,P1,23/08/2021,19:00,Pacos Ferreira,Estoril,1,3,A,1,1,D,10,14,2,4,24,12,5,4,3,3,0,0
26,P1,23/08/2021,21:15,Boavista,Santa Clara,2,0,H,1,0,H,9,11,4,2,16,12,5,5,3,3,0,0
27,P1,27/08/2021,19:00,Belenenses,Moreirense,1,1,D,1,0,H,4,18,1,6,12,13,3,11,5,4,1,0
28,P1,27/08/2021,21:15,Estoril,Maritimo,2,1,H,1,1,D,9,7,3,2,21,24,1,4,7,6,0,0
29,P1,28/08/2021,15:30,Vizela,Boavista,1,1,D,0,0,D,16,5,4,1,17,10,11,2,3,3,0,0
30,P1,28/08/2021,18:00,Porto,Arouca,3,0,H,2,0,H,15,8,4,1,16,14,4,5,4,3,0,0
31,P1,28/08/2021,20:30,Famalicao,Sp Lisbon,1,1,D,0,0,D,14,15,5,5,12,17,2,9,4,5,0,0
32,P1,29/08/2021,18:00,Benfica,Tondela,2,1,H,0,1,A,20,3,8,2,11,19,11,0,2,3,0,0
33,P1,29/08/2021,18:00,Sp Braga,Guimaraes,0,0,D,0,0,D,20,11,6,2,14,16,6,6,2,5,0,0
34,P1,29/08/2021,20:30,Portimonense,Pacos Ferreira,0,1,A,0,1,A,18,6,5,2,12,16,7,3,2,5,0,0
35,P1,29/08/2021,20:30,Santa Clara,Gil Vicente,1,0,H,1,0,H,10,5,4,2,20,13,5,4,3,5,1,1
36,P1,11/09/2021,15:30,Pacos Ferreira,Sp Braga,0,0,D,0,0,D,12,10,3,2,14,16,11,5,2,0,0,0
37,P1,11/09/2021,18:00,Santa Clara,Benfica,0,5,A,0,1,A,11,8,5,5,20,20,7,2,2,1,0,0
38,P1,11/09/2021,20:30,Sp Lisbon,Porto,1,1,D,1,0,H,9,5,5,1,19,21,5,4,6,6,0,1
39,P1,12/09/2021,15:30,Moreirense,Famalicao,2,2,D,1,1,D,7,15,3,8,14,10,6,4,2,3,0,0
40,P1,12/09/2021,18:00,Boavista,Portimonense,1,1,D,0,1,A,11,7,3,3,17,14,8,2,3,5,0,0
41,P1,12/09/2021,18:00,Gil Vicente,Vizela,2,2,D,0,1,A,21,19,6,6,12,19,9,7,3,3,0,0
42,P1,12/09/2021,20:30,Guimaraes,Belenenses,0,0,D,0,0,D,10,16,3,6,18,17,5,7,5,4,0,0
43,P1,13/09/2021,19:00,Maritimo,Arouca,2,2,D,2,1,H,14,17,6,3,18,19,5,2,5,6,1,0
44,P1,13/09/2021,21:15,Tondela,Estoril,1,2,A,0,2,A,20,11,5,4,18,24,6,5,2,7,0,0
45,P1,17/09/2021,20:15,Portimonense,Santa Clara,2,1,H,2,1,H,10,13,4,2,21,11,4,2,4,3,0,0
46,P1,18/09/2021,15:30,Famalicao,Maritimo,0,0,D,0,0,D,16,2,4,0,20,20,7,5,3,3,0,0
47,P1,18/09/2021,18:00,Belenenses,Gil Vicente,1,1,D,0,0,D,11,8,4,4,19,15,4,7,3,3,0,0
48,P1,18/09/2021,20:30,Arouca,Guimaraes,2,2,D,0,1,A,11,11,5,4,17,10,6,4,1,2,0,0
49,P1,19/09/2021,15:30,Vizela,Pacos Ferreira,1,1,D,1,0,H,21,12,4,3,14,10,5,4,5,2,0,1
50,P1,19/09/2021,18:00,Porto,Moreirense,5,0,H,1,0,H,18,5,7,0,11,11,6,5,2,3,0,0
51,P1,19/09/2021,20:30,Estoril,Sp Lisbon,0,1,A,0,0,D,7,11,3,4,10,6,7,9,3,2,0,0
52,P1,20/09/2021,19:00,Benfica,Boavista,3,1,H,2,1,H,8,10,6,6,16,13,5,4,1,3,0,0
53,P1,20/09/2021,21:15,Sp Braga,Tondela,3,1,H,0,0,D,20,3,7,1,9,6,5,0,2,4,0,0
54,P1,24/09/2021,19:00,Sp Lisbon,Maritimo,1,0,H,0,0,D,25,4,7,0,14,14,9,0,4,6,0,1
55,P1,24/09/2021,21:15,Gil Vicente,Porto,1,2,A,1,1,D,8,16,4,8,15,17,2,6,5,4,0,0
56,P1,25/09/2021,15:30,Moreirense,Arouca,2,1,H,1,0,H,8,17,3,5,20,8,5,9,5,2,0,0
57,P1,25/09/2021,18:00,Guimaraes,Benfica,1,3,A,0,2,A,13,16,3,4,16,12,5,5,0,1,0,0
58,P1,25/09/2021,20:30,Tondela,Famalicao,3,2,H,1,1,D,11,14,4,7,21,11,4,3,5,5,0,1
59,P1,26/09/2021,18:00,Santa Clara,Sp Braga,1,1,D,0,0,D,15,10,3,4,12,19,5,5,3,1,0,0
60,P1,26/09/2021,20:30,Portimonense,Vizela,0,0,D,0,0,D,14,14,4,2,17,14,7,5,4,2,0,0
61,P1,27/09/2021,19:00,Pacos Ferreira,Belenenses,2,2,D,2,0,H,20,11,5,2,15,21,3,2,3,1,0,0
62,P1,27/09/2021,21:15,Boavista,Estoril,1,1,D,1,0,H,9,9,3,1,15,12,2,13,3,2,0,0
63,P1,01/10/2021,19:00,Maritimo,Moreirense,0,0,D,0,0,D,6,18,0,6,19,21,3,7,5,3,0,0
64,P1,01/10/2021,21:15,Famalicao,Guimaraes,1,2,A,1,1,D,15,9,2,5,15,23,8,0,2,5,0,0
65,P1,02/10/2021,15:30,Vizela,Santa Clara,1,1,D,0,0,D,16,10,4,1,19,13,6,4,6,4,0,0
66,P1,02/10/2021,18:00,Porto,Pacos Ferreira,2,1,H,1,1,D,23,7,8,2,9,19,11,3,4,5,1,0
67,P1,02/10/2021,20:30,Arouca,Sp Lisbon,1,2,A,0,1,A,10,10,5,8,21,14,4,5,3,5,0,0
68,P1,03/10/2021,15:30,Belenenses,Tondela,0,2,A,0,1,A,13,11,2,5,21,11,1,4,5,2,0,0
69,P1,03/10/2021,18:00,Benfica,Portimonense,0,1,A,0,0,D,24,5,7,3,14,22,13,4,2,5,0,0
70,P1,03/10/2021,18:00,Estoril,Gil Vicente,2,2,D,2,1,H,14,23,4,9,10,18,1,5,2,4,0,0
71,P1,03/10/2021,20:30,Sp Braga,Boavista,2,2,D,1,1,D,13,7,8,2,11,14,3,1,2,5,0,0
72,P1,22/10/2021,20:15,Guimaraes,Maritimo,2,1,H,0,0,D,27,7,10,3,21,15,14,2,1,1,0,0
73,P1,23/10/2021,15:30,Santa Clara,Famalicao,0,2,A,0,1,A,9,12,0,5,12,18,1,5,4,2,2,1
74,P1,23/10/2021,18:00,Tondela,Porto,1,3,A,1,2,A,3,24,2,6,9,23,3,10,2,4,1,0
75,P1,23/10/2021,20:30,Sp Lisbon,Moreirense,1,0,H,1,0,H,14,5,4,1,14,14,7,1,3,3,0,0
76,P1,24/10/2021,15:30,Pacos Ferreira,Arouca,0,0,D,0,0,D,3,15,0,6,13,21,3,9,7,2,1,0
77,P1,24/10/2021,18:00,Vizela,Benfica,0,1,A,0,0,D,15,14,4,7,12,9,7,12,3,3,0,0
78,P1,24/10/2021,20:30,Portimonense,Estoril,0,2,A,0,0,D,24,6,3,2,18,16,6,1,1,3,0,0
79,P1,25/10/2021,19:00,Gil Vicente,Sp Braga,0,1,A,0,1,A,21,13,7,4,10,12,11,2,1,4,0,0
80,P1,25/10/2021,21:15,Boavista,Belenenses,0,0,D,0,0,D,15,4,5,0,19,17,5,1,4,4,0,0
81,P1,29/10/2021,20:15,Arouca,Tondela,2,0,H,1,0,H,4,15,2,6,20,13,4,6,5,4,1,0
82,P1,30/10/2021,17:00,Porto,Boavista,4,1,H,2,1,H,18,8,11,3,9,10,4,6,4,4,0,0
83,P1,30/10/2021,19:00,Estoril,Benfica,1,1,D,0,1,A,8,15,2,7,14,13,4,10,3,2,0,0
84,P1,30/10/2021,21:15,Sp Lisbon,Guimaraes,1,0,H,1,0,H,12,12,4,2,14,10,7,2,2,2,0,0
85,P1,31/10/2021,15:30,Maritimo,Gil Vicente,1,2,A,1,1,D,19,14,7,5,14,21,4,5,1,4,0,0
86,P1,31/10/2021,18:00,Belenenses,Santa Clara,2,1,H,1,0,H,10,12,4,4,15,10,8,7,0,0,0,0
87,P1,31/10/2021,20:30,Famalicao,Vizela,1,1,D,0,0,D,14,9,5,3,17,15,5,2,1,1,0,0
88,P1,01/11/2021,19:00,Sp Braga,Portimonense,3,0,H,1,0,H,18,5,5,2,13,15,3,5,3,6,0,0
89,P1,01/11/2021,21:15,Moreirense,Pacos Ferreira,1,1,D,0,0,D,7,11,1,4,13,13,4,7,1,1,0,0
90,P1,05/11/2021,19:00,Gil Vicente,Arouca,1,1,D,0,1,A,16,9,5,1,14,18,8,1,1,5,0,1
91,P1,05/11/2021,21:15,Boavista,Famalicao,2,5,A,1,3,A,16,15,5,10,13,13,6,2,5,3,2,0
92,P1,06/11/2021,15:30,Vizela,Estoril,1,1,D,0,0,D,12,8,3,6,13,16,3,1,2,3,1,0
93,P1,06/11/2021,18:00,Portimonense,Belenenses,2,0,H,1,0,H,14,17,6,4,21,13,6,5,5,4,0,0
94,P1,06/11/2021,20:30,Guimaraes,Moreirense,2,1,H,1,0,H,11,20,5,8,13,10,5,9,2,1,0,0
95,P1,07/11/2021,14:00,Tondela,Maritimo,4,2,H,3,0,H,15,20,7,11,22,24,3,4,3,8,0,1
96,P1,07/11/2021,17:00,Santa Clara,Porto,0,3,A,0,1,A,3,23,1,10,13,14,1,8,3,2,1,0
97,P1,07/11/2021,19:00,Pacos Ferreira,Sp Lisbon,0,2,A,0,0,D,9,20,1,8,14,12,4,10,2,0,0,0
98,P1,07/11/2021,21:15,Benfica,Sp Braga,6,1,H,4,1,H,12,8,9,4,13,12,2,6,3,2,0,0
99,P1,26/11/2021,20:15,Moreirense,Gil Vicente,2,2,D,0,0,D,15,14,4,8,19,13,5,5,3,6,0,0
100,P1,27/11/2021,15:30,Famalicao,Portimonense,0,3,A,0,2,A,20,6,2,2,17,10,8,3,1,3,0,0
101,P1,27/11/2021,18:00,Arouca,Boavista,2,1,H,1,0,H,8,13,6,2,14,23,2,1,3,4,0,0
102,P1,27/11/2021,20:30,Belenenses,Benfica,0,7,A,0,7,A,0,17,0,11,2,3,2,4,0,0,0,0
103,P1,28/11/2021,15:30,Maritimo,Pacos Ferreira,2,0,H,0,0,D,9,16,4,3,15,19,2,8,2,3,0,0
104,P1,28/11/2021,18:00,Sp Lisbon,Tondela,2,0,H,1,0,H,14,5,8,1,16,10,1,4,3,3,0,0
105,P1,28/11/2021,20:30,Porto,Guimaraes,2,1,H,1,1,D,17,9,9,2,16,15,5,2,3,6,0,1
106,P1,29/11/2021,20:15,Estoril,Santa Clara,2,2,D,1,1,D,11,10,7,5,11,15,4,3,2,2,0,0
107,P1,30/11/2021,20:15,Sp Braga,Vizela,4,1,H,2,0,H,17,8,9,2,11,10,10,1,1,0,0,0
108,P1,03/12/2021,19:00,Portimonense,Porto,0,3,A,0,1,A,7,23,4,6,11,14,3,6,3,1,0,0
109,P1,03/12/2021,21:15,Benfica,Sp Lisbon,1,3,A,0,1,A,11,14,3,5,15,19,3,3,3,6,0,0
110,P1,04/12/2021,18:00,Boavista,Maritimo,1,1,D,1,0,H,6,10,4,3,23,14,2,6,5,6,1,1
111,P1,04/12/2021,20:30,Pacos Ferreira,Guimaraes,1,2,A,1,0,H,7,17,3,8,12,16,4,6,2,4,0,0
112,P1,05/12/2021,15:30,Santa Clara,Arouca,2,1,H,2,1,H,5,13,4,4,16,16,1,8,4,4,0,0
113,P1,05/12/2021,18:00,Gil Vicente,Famalicao,4,0,H,3,0,H,18,9,10,1,16,11,4,1,3,3,0,0
114,P1,05/12/2021,20:30,Sp Braga,Estoril,2,0,H,2,0,H,14,11,4,5,15,19,2,7,6,3,1,0
115,P1,10/12/2021,20:15,Pacos Ferreira,Gil Vicente,0,1,A,0,0,D,11,13,2,5,17,10,7,5,3,2,0,0
116,P1,11/12/2021,15:30,Maritimo,Santa Clara,4,1,H,2,1,H,9,10,4,3,15,15,4,2,1,3,0,0
117,P1,11/12/2021,18:00,Guimaraes,Tondela,5,2,H,2,2,D,18,8,10,3,21,18,0,8,3,4,0,1
118,P1,11/12/2021,20:30,Sp Lisbon,Boavista,2,0,H,0,0,D,19,4,6,2,12,16,10,3,0,1,0,0
119,P1,12/12/2021,15:30,Belenenses,Estoril,0,1,A,0,1,A,7,21,0,7,11,10,0,14,2,1,0,0
120,P1,12/12/2021,15:30,Moreirense,Portimonense,0,1,A,0,0,D,11,7,4,4,14,16,6,1,2,2,0,0
121,P1,12/12/2021,18:00,Famalicao,Benfica,1,4,A,1,2,A,13,6,2,4,13,13,5,2,2,2,0,0
122,P1,12/12/2021,20:30,Porto,Sp Braga,1,0,H,1,0,H,20,7,4,1,12,14,6,3,3,5,0,0
123,P1,13/12/2021,20:15,Arouca,Vizela,1,4,A,0,4,A,15,10,2,4,11,18,6,4,2,4,0,0
124,P1,17/12/2021,19:00,Santa Clara,Guimaraes,1,0,H,1,0,H,15,10,6,2,12,16,8,2,2,3,0,0
125,P1,17/12/2021,21:15,Estoril,Famalicao,2,2,D,2,1,H,11,7,4,3,11,18,7,2,3,5,0,0
126,P1,18/12/2021,15:30,Portimonense,Arouca,1,1,D,0,0,D,12,19,5,6,15,15,5,6,3,4,0,0
127,P1,18/12/2021,15:30,Tondela,Pacos Ferreira,0,1,A,0,0,D,12,9,9,5,9,18,7,6,2,4,0,0
128,P1,18/12/2021,20:30,Gil Vicente,Sp Lisbon,0,3,A,0,0,D,7,17,4,9,9,10,1,5,1,5,1,1
129,P1,19/12/2021,17:00,Benfica,Maritimo,7,1,H,3,0,H,17,9,9,2,20,12,1,3,1,2,0,0
130,P1,19/12/2021,17:00,Boavista,Moreirense,1,0,H,1,0,H,14,9,5,3,14,13,5,7,2,2,1,0
131,P1,19/12/2021,19:00,Vizela,Porto,0,4,A,0,2,A,9,15,4,7,12,8,3,11,1,1,1,0
132,P1,19/12/2021,21:00,Sp Braga,Belenenses,1,0,H,1,0,H,18,6,5,2,22,14,6,3,4,4,0,0
133,P1,28/12/2021,17:00,Tondela,Gil Vicente,0,3,A,0,0,D,7,12,2,6,21,10,6,2,5,2,0,0
134,P1,28/12/2021,19:00,Maritimo,Vizela,2,0,H,0,0,D,11,7,5,1,18,15,2,4,2,4,0,1
135,P1,28/12/2021,21:00,Moreirense,Estoril,1,0,H,1,0,H,5,13,3,4,13,11,7,11,2,4,0,0
136,P1,29/12/2021,19:00,Guimaraes,Boavista,1,1,D,0,0,D,17,11,2,4,23,16,11,4,6,2,0,0
137,P1,29/12/2021,21:00,Sp Lisbon,Portimonense,3,2,H,0,1,A,24,6,12,2,17,10,5,0,4,3,0,1
138,P1,30/12/2021,17:00,Pacos Ferreira,Santa Clara,2,1,H,0,1,A,9,11,3,4,15,23,2,4,4,4,0,1
139,P1,30/12/2021,19:00,Arouca,Sp Braga,0,6,A,0,3,A,6,11,0,8,14,16,1,1,1,2,0,0
140,P1,30/12/2021,21:00,Porto,Benfica,3,1,H,2,0,H,15,13,6,5,13,13,5,7,3,5,0,1
141,P1,02/01/2022,18:30,Vizela,Belenenses,2,0,H,2,0,H,12,19,4,7,12,21,4,10,2,4,0,0
142,P1,03/01/2022,20:15,Tondela,Moreirense,2,1,H,0,1,A,10,9,5,5,12,21,1,3,2,2,0,0
143,P1,07/01/2022,18:30,Santa Clara,Sp Lisbon,3,2,H,1,1,D,9,19,5,5,32,12,3,3,6,3,0,1
144,P1,08/01/2022,15:30,Vizela,Moreirense,0,1,A,0,0,D,15,14,3,4,10,19,8,5,0,6,1,0
145,P1,08/01/2022,18:00,Estoril,Porto,2,3,A,2,0,H,7,23,2,10,15,18,2,7,4,2,0,0
146,P1,08/01/2022,20:30,Boavista,Tondela,1,1,D,0,0,D,18,5,4,2,21,16,9,4,3,1,0,0
147,P1,09/01/2022,15:30,Portimonense,Maritimo,1,2,A,0,1,A,18,17,4,8,11,15,7,4,4,3,0,0
148,P1,09/01/2022,18:00,Benfica,Pacos Ferreira,2,0,H,1,0,H,22,6,6,1,17,12,9,1,2,3,0,1
149,P1,09/01/2022,18:00,Sp Braga,Famalicao,2,2,D,1,1,D,17,10,8,7,12,12,5,2,2,4,1,0
150,P1,09/01/2022,20:30,Belenenses,Arouca,2,1,H,0,1,A,15,10,5,2,20,24,4,2,8,3,1,2
151,P1,10/01/2022,20:15,Gil Vicente,Guimaraes,3,2,H,1,0,H,17,8,10,2,15,16,6,1,2,5,0,1
152,P1,13/01/2022,18:00,Famalicao,Belenenses,1,0,H,0,0,D,11,8,2,4,20,20,5,5,1,2,0,0
153,P1,15/01/2022,15:30,Boavista,Gil Vicente,1,1,D,1,0,H,17,4,5,2,9,13,8,5,3,2,0,0
154,P1,15/01/2022,18:00,Benfica,Moreirense,1,1,D,0,0,D,16,9,5,2,13,11,9,1,3,5,0,0
155,P1,15/01/2022,18:00,Sp Braga,Maritimo,0,1,A,0,0,D,16,8,4,3,19,8,7,4,2,1,0,0
156,P1,16/01/2022,15:30,Santa Clara,Tondela,2,2,D,2,0,H,18,12,9,7,12,16,11,5,1,1,0,0
157,P1,16/01/2022,18:00,Vizela,Sp Lisbon,0,2,A,0,2,A,8,14,1,6,15,13,2,4,3,3,0,0
158,P1,16/01/2022,18:30,Famalicao,Pacos Ferreira,0,0,D,0,0,D,10,11,6,3,15,21,2,8,4,3,1,0
159,P1,16/01/2022,20:30,Belenenses,Porto,1,4,A,1,1,D,4,24,2,9,13,16,3,8,5,3,2,0
160,P1,17/01/2022,20:15,Portimonense,Guimaraes,1,1,D,0,1,A,15,12,4,6,14,18,6,4,4,5,0,0
161,P1,21/01/2022,19:00,Arouca,Benfica,0,2,A,0,1,A,8,8,2,6,21,16,2,2,5,1,0,0
162,P1,21/01/2022,21:15,Pacos Ferreira,Boavista,1,1,D,1,0,H,11,18,3,9,16,19,7,0,4,6,0,0
163,P1,22/01/2022,15:30,Moreirense,Santa Clara,0,2,A,0,1,A,11,10,3,3,12,14,2,3,2,2,1,0
164,P1,22/01/2022,18:00,Tondela,Vizela,2,3,A,2,1,H,12,21,3,8,16,18,6,10,4,6,0,0
165,P1,22/01/2022,20:30,Sp Lisbon,Sp Braga,1,2,A,1,0,H,13,9,4,3,20,12,3,4,3,3,0,0
166,P1,23/01/2022,15:30,Guimaraes,Estoril,3,1,H,0,1,A,20,7,7,3,11,11,4,4,4,3,0,0
167,P1,23/01/2022,15:30,Maritimo,Belenenses,1,1,D,1,1,D,16,15,2,9,10,26,7,2,0,4,1,1
168,P1,23/01/2022,18:00,Gil Vicente,Portimonense,1,0,H,0,0,D,28,3,6,1,13,7,12,2,3,6,0,1
169,P1,23/01/2022,20:30,Porto,Famalicao,3,1,H,2,0,H,18,6,9,1,13,14,7,4,0,4,1,0
170,P1,27/01/2022,20:15,Estoril,Arouca,1,2,A,1,0,H,11,21,4,5,15,18,4,9,3,2,0,0
171,P1,30/01/2022,15:30,Portimonense,Tondela,1,2,A,1,0,H,11,10,6,4,15,11,6,2,5,0,0,0
172,P1,30/01/2022,15:30,Vizela,Guimaraes,3,2,H,1,1,D,16,11,6,4,17,16,6,10,3,3,0,0
173,P1,30/01/2022,18:00,Sp Braga,Moreirense,2,0,H,0,0,D,11,15,5,1,21,13,9,2,3,1,0,0
174,P1,30/01/2022,20:30,Porto,Maritimo,2,1,H,1,0,H,14,8,5,3,24,15,1,3,4,5,0,0
175,P1,31/01/2022,19:00,Estoril,Pacos Ferreira,0,0,D,0,0,D,12,11,6,4,20,13,3,1,6,2,1,0
176,P1,31/01/2022,21:15,Famalicao,Arouca,0,0,D,0,0,D,3,7,1,2,14,26,4,4,2,3,0,0
177,P1,01/02/2022,20:15,Santa Clara,Boavista,2,1,H,1,1,D,12,12,3,5,15,15,2,5,3,4,0,0
178,P1,02/02/2022,19:00,Benfica,Gil Vicente,1,2,A,0,1,A,23,12,5,6,15,6,13,3,4,3,0,0
179,P1,02/02/2022,20:45,Belenenses,Sp Lisbon,1,4,A,1,3,A,6,15,2,6,23,19,1,4,5,1,0,0
180,P1,05/02/2022,15:30,Maritimo,Estoril,0,0,D,0,0,D,28,7,4,0,11,16,13,2,3,2,0,1
181,P1,05/02/2022,18:00,Pacos Ferreira,Portimonense,1,1,D,1,0,H,14,19,3,8,24,23,8,7,5,5,0,0
182,P1,05/02/2022,20:30,Guimaraes,Sp Braga,2,1,H,1,0,H,10,11,5,4,13,14,3,5,4,1,1,0
183,P1,06/02/2022,15:30,Boavista,Vizela,2,2,D,0,1,A,12,20,4,4,14,17,7,5,5,6,1,1
184,P1,06/02/2022,15:30,Gil Vicente,Santa Clara,2,2,D,1,1,D,8,11,3,4,20,18,1,9,3,5,0,2
185,P1,06/02/2022,18:00,Arouca,Porto,0,2,A,0,0,D,6,15,1,4,14,18,3,3,5,4,0,0
186,P1,06/02/2022,20:30,Sp Lisbon,Famalicao,2,0,H,1,0,H,8,8,4,5,16,20,4,4,2,2,0,0
187,P1,07/02/2022,19:00,Tondela,Benfica,1,3,A,0,2,A,12,19,3,8,15,17,4,9,2,1,1,0
188,P1,07/02/2022,21:15,Moreirense,Belenenses,4,1,H,2,1,H,18,3,10,1,14,17,2,0,2,1,0,1
189,P1,11/02/2022,20:15,Porto,Sp Lisbon,2,2,D,1,2,A,21,7,7,3,18,13,9,0,4,7,2,3
190,P1,12/02/2022,15:30,Sp Braga,Pacos Ferreira,2,1,H,0,1,A,17,9,5,3,22,17,3,8,4,2,1,0
191,P1,12/02/2022,18:00,Benfica,Santa Clara,2,1,H,0,1,A,16,7,4,4,12,17,7,2,3,5,0,0
192,P1,12/02/2022,18:00,Portimonense,Boavista,1,1,D,1,1,D,21,17,4,3,12,10,6,6,4,3,0,1
193,P1,12/02/2022,20:30,Estoril,Tondela,1,0,H,0,0,D,15,8,8,3,21,14,1,2,2,2,0,0
194,P1,13/02/2022,15:30,Famalicao,Moreirense,5,0,H,4,0,H,13,6,9,4,15,11,4,5,4,4,0,0
195,P1,13/02/2022,18:00,Belenenses,Guimaraes,1,0,H,0,0,D,13,19,4,2,11,23,5,3,6,4,0,0
196,P1,13/02/2022,20:30,Vizela,Gil Vicente,0,1,A,0,1,A,19,6,3,3,13,14,12,2,3,4,0,0
197,P1,14/02/2022,20:15,Arouca,Maritimo,0,3,A,0,2,A,20,9,4,6,18,16,9,2,2,4,0,1
198,P1,18/02/2022,20:15,Boavista,Benfica,2,2,D,0,2,A,14,8,4,3,15,14,9,4,5,3,0,0
199,P1,19/02/2022,15:30,Gil Vicente,Belenenses,2,0,H,0,0,D,13,8,5,1,11,15,6,3,2,4,0,0
200,P1,19/02/2022,18:00,Pacos Ferreira,Vizela,2,1,H,1,1,D,20,10,4,2,15,16,10,5,7,4,0,2
201,P1,19/02/2022,20:30,Guimaraes,Arouca,1,3,A,1,3,A,11,14,5,7,19,15,4,9,3,4,0,0
202,P1,20/02/2022,15:30,Maritimo,Famalicao,0,1,A,0,1,A,5,17,2,8,12,19,5,6,3,3,1,0
203,P1,20/02/2022,18:00,Sp Lisbon,Estoril,3,0,H,1,0,H,22,5,7,0,16,15,7,1,3,3,0,1
204,P1,20/02/2022,20:00,Moreirense,Porto,0,1,A,0,1,A,9,16,1,5,16,14,2,9,7,4,1,1
205,P1,20/02/2022,20:45,Tondela,Sp Braga,0,1,A,0,0,D,7,8,2,2,11,13,3,4,2,1,0,0
206,P1,21/02/2022,20:15,Santa Clara,Portimonense,1,1,D,1,0,H,13,13,4,7,11,8,3,2,1,1,0,0
207,P1,25/02/2022,20:15,Belenenses,Pacos Ferreira,0,2,A,0,1,A,12,15,1,7,16,18,10,6,2,4,0,0
208,P1,26/02/2022,15:30,Famalicao,Tondela,2,1,H,0,0,D,12,10,3,3,17,18,7,3,5,3,0,0
209,P1,26/02/2022,18:00,Maritimo,Sp Lisbon,1,1,D,1,1,D,6,17,2,4,16,15,4,7,3,2,0,0
210,P1,26/02/2022,20:30,Arouca,Moreirense,1,1,D,0,1,A,17,5,4,3,12,16,7,2,3,3,0,1
211,P1,27/02/2022,15:30,Vizela,Portimonense,1,1,D,1,1,D,18,10,2,1,15,21,11,2,1,2,0,0
212,P1,27/02/2022,18:00,Benfica,Guimaraes,3,0,H,2,0,H,9,17,6,7,11,15,5,9,1,2,0,0
213,P1,27/02/2022,18:00,Estoril,Boavista,2,3,A,1,1,D,11,14,2,4,19,10,5,1,2,4,0,0
