,Date,HomeTeam,AwayTeam,PredHomeGoals,PredAwayGoals,RealHomeGoals,RealAwayGoals,ErrorHomeGoals,ErrorAwayGoals
163,22/01/2022,Moreirense,Santa Clara,2,1,0,2,-2,1
164,22/01/2022,Tondela,Vizela,1,1,2,3,1,2
165,22/01/2022,Sp Lisbon,Sp Braga,1,1,1,2,0,1
166,23/01/2022,Guimaraes,Estoril,1,1,3,1,2,0
167,23/01/2022,Maritimo,Belenenses,1,1,1,1,0,0
168,23/01/2022,Gil Vicente,Portimonense,1,1,1,0,0,-1
169,23/01/2022,Porto,Famalicao,3,1,3,1,0,0
170,27/01/2022,Estoril,Arouca,2,1,1,2,-1,1
171,30/01/2022,Portimonense,Tondela,2,1,1,2,-1,1
172,30/01/2022,Vizela,Guimaraes,1,1,3,2,2,1
173,30/01/2022,Sp Braga,Moreirense,2,1,2,0,0,-1
174,30/01/2022,Porto,Maritimo,3,0,2,1,-1,1
175,31/01/2022,Estoril,Pacos Ferreira,1,1,0,0,-1,-1
176,31/01/2022,Famalicao,Arouca,1,1,0,0,-1,-1
177,01/02/2022,Santa Clara,Boavista,2,1,2,1,0,0
178,02/02/2022,Benfica,Gil Vicente,2,1,1,2,-1,1
179,02/02/2022,Belenenses,Sp Lisbon,0,2,1,4,1,2
180,05/02/2022,Maritimo,Estoril,1,1,0,0,-1,-1
181,05/02/2022,Pacos Ferreira,Portimonense,1,1,1,1,0,0
182,05/02/2022,Guimaraes,Sp Braga,1,2,2,1,1,-1
183,06/02/2022,Boavista,Vizela,1,1,2,2,1,1
184,06/02/2022,Gil Vicente,Santa Clara,1,1,2,2,1,1
185,06/02/2022,Arouca,Porto,1,2,0,2,-1,0
186,06/02/2022,Sp Lisbon,Famalicao,2,1,2,0,0,-1
187,07/02/2022,Tondela,Benfica,1,3,1,3,0,0
188,07/02/2022,Moreirense,Belenenses,2,1,4,1,2,0
189,11/02/2022,Porto,Sp Lisbon,1,1,2,2,1,1
190,12/02/2022,Sp Braga,Pacos Ferreira,1,0,2,1,1,1
191,12/02/2022,Benfica,Santa Clara,2,1,2,1,0,0
192,12/02/2022,Portimonense,Boavista,1,1,1,1,0,0
193,12/02/2022,Estoril,Tondela,2,1,1,0,-1,-1
194,13/02/2022,Famalicao,Moreirense,1,1,5,0,4,-1
195,13/02/2022,Belenenses,Guimaraes,1,2,1,0,0,-2
196,13/02/2022,Vizela,Gil Vicente,1,1,0,1,-1,0
197,14/02/2022,Arouca,Maritimo,1,1,0,3,-1,2
198,18/02/2022,Boavista,Benfica,0,3,2,2,2,-1
199,19/02/2022,Gil Vicente,Belenenses,1,0,2,0,1,0
200,19/02/2022,Pacos Ferreira,Vizela,1,1,2,1,1,0
201,19/02/2022,Guimaraes,Arouca,2,1,1,3,-1,2
202,20/02/2022,Maritimo,Famalicao,1,1,0,1,-1,0
203,20/02/2022,Sp Lisbon,Estoril,2,0,3,0,1,0
204,20/02/2022,Moreirense,Porto,1,2,0,1,-1,-1
205,20/02/2022,Tondela,Sp Braga,1,2,0,1,-1,-1
206,21/02/2022,Santa Clara,Portimonense,1,1,1,1,0,0
207,25/02/2022,Belenenses,Pacos Ferreira,1,1,0,2,-1,1
208,26/02/2022,Famalicao,Tondela,1,1,2,1,1,0
209,26/02/2022,Maritimo,Sp Lisbon,0,2,1,1,1,-1
210,26/02/2022,Arouca,Moreirense,1,1,1,1,0,0
211,27/02/2022,Vizela,Portimonense,1,1,1,1,0,0
212,27/02/2022,Benfica,Guimaraes,2,1,3,0,1,-1
213,27/02/2022,Estoril,Boavista,1,1,2,3,1,2
214,27/02/2022,Porto,Gil Vicente,2,1,1,1,-1,0
215,28/02/2022,Sp Braga,Santa Clara,2,1,0,0,-2,-1
216,04/03/2022,Gil Vicente,Estoril,1,1,0,0,-1,-1
217,05/03/2022,Boavista,Sp Braga,0,2,1,1,1,-1
218,05/03/2022,Portimonense,Benfica,1,2,1,2,0,0
219,05/03/2022,Sp Lisbon,Arouca,2,0,2,0,0,0
220,06/03/2022,Moreirense,Maritimo,1,1,0,1,-1,0
221,06/03/2022,Pacos Ferreira,Porto,1,2,2,4,1,2
222,06/03/2022,Guimaraes,Famalicao,2,1,2,1,0,0
223,06/03/2022,Santa Clara,Vizela,2,1,3,1,1,0
224,07/03/2022,Tondela,Belenenses,1,1,1,1,0,0
225,11/03/2022,Benfica,Vizela,2,1,1,1,-1,0
226,12/03/2022,Estoril,Portimonense,1,1,2,0,1,-1
227,12/03/2022,Famalicao,Santa Clara,1,1,0,0,-1,-1
228,12/03/2022,Arouca,Pacos Ferreira,1,1,0,1,-1,0
229,12/03/2022,Belenenses,Boavista,1,1,0,0,-1,-1
230,13/03/2022,Maritimo,Guimaraes,1,1,0,1,-1,0
231,13/03/2022,Porto,Tondela,4,0,4,0,0,0
232,13/03/2022,Sp Braga,Gil Vicente,1,1,0,1,-1,0
233,14/03/2022,Moreirense,Sp Lisbon,1,2,0,2,-1,0
234,18/03/2022,Vizela,Famalicao,1,1,1,1,0,0
235,19/03/2022,Tondela,Arouca,1,1,2,2,1,1
236,19/03/2022,Santa Clara,Belenenses,2,0,0,0,-2,0
237,19/03/2022,Guimaraes,Sp Lisbon,1,2,1,3,0,1
238,20/03/2022,Gil Vicente,Maritimo,1,1,1,1,0,0
239,20/03/2022,Pacos Ferreira,Moreirense,1,1,2,1,1,0
240,20/03/2022,Benfica,Estoril,1,1,2,1,1,0
241,20/03/2022,Portimonense,Sp Braga,1,1,1,2,0,1
242,20/03/2022,Boavista,Porto,0,2,0,1,0,-1
243,01/04/2022,Sp Braga,Benfica,1,2,3,2,2,0
244,02/04/2022,Belenenses,Portimonense,1,1,2,0,1,-1
245,02/04/2022,Arouca,Gil Vicente,1,1,2,1,1,0
246,02/04/2022,Estoril,Vizela,1,1,1,2,0,1
247,02/04/2022,Famalicao,Boavista,1,1,1,2,0,1
248,03/04/2022,Maritimo,Tondela,1,1,1,3,0,2
249,03/04/2022,Moreirense,Guimaraes,1,1,0,1,-1,0
250,03/04/2022,Sp Lisbon,Pacos Ferreira,2,0,2,0,0,0
251,04/04/2022,Porto,Santa Clara,3,0,3,0,0,0
252,08/04/2022,Gil Vicente,Moreirense,1,0,1,2,0,2
253,09/04/2022,Pacos Ferreira,Maritimo,1,1,2,0,1,-1
254,09/04/2022,Benfica,Belenenses,2,0,3,1,1,1
255,09/04/2022,Boavista,Arouca,1,1,1,0,0,-1
256,09/04/2022,Tondela,Sp Lisbon,0,2,1,3,1,1
257,10/04/2022,Portimonense,Famalicao,1,1,1,0,0,-1
258,10/04/2022,Santa Clara,Estoril,1,1,2,0,1,-1
259,10/04/2022,Guimaraes,Porto,1,2,0,1,-1,-1
260,10/04/2022,Vizela,Sp Braga,1,2,0,1,-1,-1
261,15/04/2022,Arouca,Santa Clara,1,1,1,1,0,0
262,15/04/2022,Famalicao,Gil Vicente,1,1,2,2,1,1
263,15/04/2022,Guimaraes,Pacos Ferreira,1,1,4,0,3,-1
264,16/04/2022,Moreirense,Tondela,2,1,2,0,0,-1
265,16/04/2022,Belenenses,Vizela,1,1,1,0,0,-1
266,16/04/2022,Maritimo,Boavista,1,1,4,0,3,-1
267,16/04/2022,Porto,Portimonense,2,0,7,0,5,0
268,17/04/2022,Sp Lisbon,Benfica,1,1,0,2,-1,1
269,18/04/2022,Estoril,Sp Braga,1,1,0,0,-1,-1
270,22/04/2022,Vizela,Arouca,1,1,2,1,1,0
271,23/04/2022,Portimonense,Moreirense,1,1,1,0,0,-1
272,23/04/2022,Benfica,Famalicao,2,1,0,0,-2,-1
273,23/04/2022,Santa Clara,Maritimo,1,1,2,2,1,1
274,23/04/2022,Gil Vicente,Pacos Ferreira,1,1,1,1,0,0
275,24/04/2022,Estoril,Belenenses,1,0,2,2,1,2
276,24/04/2022,Tondela,Guimaraes,1,2,1,1,0,-1
277,25/04/2022,Sp Braga,Porto,1,2,1,0,0,-2
278,25/04/2022,Boavista,Sp Lisbon,0,2,0,3,0,1
279,29/04/2022,Famalicao,Estoril,1,1,3,1,2,0
280,30/04/2022,Arouca,Portimonense,1,1,1,0,0,-1
281,30/04/2022,Maritimo,Benfica,0,2,0,1,0,-1
282,30/04/2022,Porto,Vizela,3,0,4,2,1,2
283,30/04/2022,Belenenses,Sp Braga,1,1,0,1,-1,0
284,01/05/2022,Guimaraes,Santa Clara,2,1,1,1,-1,0
285,01/05/2022,Moreirense,Boavista,1,1,1,2,0,1
286,01/05/2022,Sp Lisbon,Gil Vicente,2,0,4,1,2,1
287,02/05/2022,Pacos Ferreira,Tondela,2,1,1,1,-1,0
288,06/05/2022,Boavista,Guimaraes,1,1,1,1,0,0
289,07/05/2022,Estoril,Moreirense,1,1,1,0,0,-1
290,07/05/2022,Benfica,Porto,1,1,0,1,-1,0
291,07/05/2022,Portimonense,Sp Lisbon,0,2,2,3,2,1
292,08/05/2022,Gil Vicente,Tondela,1,1,3,0,2,-1
293,08/05/2022,Vizela,Maritimo,1,1,1,1,0,0
294,08/05/2022,Sp Braga,Arouca,1,0,1,0,0,0
295,08/05/2022,Santa Clara,Pacos Ferreira,2,1,2,0,0,-1
296,09/05/2022,Belenenses,Famalicao,1,1,2,3,1,2
297,13/05/2022,Pacos Ferreira,Benfica,1,2,0,2,-1,0
298,14/05/2022,Arouca,Belenenses,1,1,0,0,-1,-1
299,14/05/2022,Moreirense,Vizela,1,1,4,1,3,0
300,14/05/2022,Tondela,Boavista,1,1,2,2,1,1
301,14/05/2022,Maritimo,Portimonense,1,1,0,1,-1,0
302,14/05/2022,Porto,Estoril,2,0,2,0,0,0
303,14/05/2022,Sp Lisbon,Santa Clara,2,0,4,0,2,0
304,15/05/2022,Famalicao,Sp Braga,0,1,3,2,3,1
305,15/05/2022,Guimaraes,Gil Vicente,1,1,5,0,4,-1
