,Team,LambdaAtt,LambdaDef,HomeFactor
0,Aves,0.5661861074705111,1.6041939711664481,1.0
1,Belenenses,0.636959370904325,1.2739187418086502,0.9285714285714286
2,Benfica,1.6749672346002622,0.6133682830930537,1.1515151515151516
3,Boavista,0.6605504587155963,0.9200524246395805,1.153846153846154
4,Famalicao,1.2503276539973787,1.203145478374836,1.1199999999999999
5,Gil Vicente,0.9436435124508518,1.0380078636959371,1.5
6,Guimaraes,1.2503276539973787,0.8964613368283093,1.0384615384615385
7,Maritimo,0.8020969855832241,0.9908256880733946,1.5
8,Moreirense,0.9908256880733946,1.0380078636959371,1.2105263157894737
9,Pacos Ferreira,0.8492791612057667,1.2267365661861074,0.8
10,Portimonense,0.7077326343381389,1.0615989515072084,1.5
11,Porto,1.7457404980340763,0.5190039318479684,1.4666666666666668
12,Rio Ave,1.1323722149410222,0.8492791612057667,1.2857142857142856
13,Santa Clara,0.8492791612057667,0.9672346002621233,1.0
14,Setubal,0.6369593709043251,1.0144167758846658,1.2499999999999998
15,Sp Braga,1.439056356487549,0.9436435124508519,1.103448275862069
16,Sp Lisbon,1.1559633027522938,0.8020969855832241,1.0416666666666667
17,Tondela,0.7077326343381389,1.0380078636959371,0.8
